Label,StopwordRemovedSentence
positive,mr fogg rose followed fix went upon platform
neutral,passepartout accompanied carrying pair revolvers
negative,aouda remained car pale death
neutral,door next car opened colonel proctor appeared platform attended yankee stamp second
neutral,combatants step train conductor hurried shouted get gentlemen asked colonel
negative,twenty minutes late shall stop going fight duel gentleman sorry said conductor shall
neutral,bell ringing train started
negative,really sorry gentlemen said conductor
positive,circumstances happy oblige
negative,time fight fight go along convenient perhaps gentleman said colonel jeering tone
positive,would perfectly replied phileas fogg
positive,well really america thought passepartout conductor gentleman first order muttering followed master
neutral,two combatants seconds conductor passed cars rear train
positive,last car occupied dozen passengers conductor politely asked would kind leave vacant moments two gentlemen affair honour settle
neutral,passengers granted request alacrity straightway disappeared platform
neutral,car fifty feet long convenient purpose
neutral,adversaries might march aisle fire ease
positive,never duel easily arranged
neutral,mr fogg colonel proctor provided two six barrelled revolvers entered car
neutral,seconds remaining outside shut
negative,begin firing first whistle locomotive
neutral,interval two minutes remained two gentlemen would taken car
neutral,nothing could simple
negative,indeed simple fix passepartout felt hearts beating would crack
negative,listening whistle agreed upon suddenly savage cries resounded air accompanied reports certainly issue car duellists
neutral,reports continued front whole length train
negative,cries terror proceeded interior cars
negative,colonel proctor mr fogg revolvers hand hastily quitted prison rushed forward noise clamorous
negative,perceived train attacked band sioux
positive,first attempt daring indians waylaid trains road
positive,hundred according habit jumped upon steps without stopping train ease clown mounting horse full gallop
neutral,sioux armed guns came reports passengers almost armed responded revolver shots
negative,indians first mounted engine half stunned engineer stoker blows muskets
positive,sioux chief wishing stop train knowing work regulator opened wide instead closing steam valve locomotive plunging forward terrific velocity
positive,sioux time invaded cars skipping like enraged monkeys roofs thrusting open doors fighting hand hand passengers
neutral,penetrating baggage car pillaged throwing trunks train
negative,cries shots constant
positive,travellers defended bravely cars barricaded sustained siege like moving forts carried along speed hundred miles hour
positive,aouda behaved courageously first
positive,defended like true heroine revolver shot broken windows whenever savage made appearance
negative,twenty sioux fallen mortally wounded ground wheels crushed fell upon rails worms
negative,several passengers shot stunned lay seats
neutral,necessary put end struggle lasted ten minutes would result triumph sioux train stopped
neutral,fort kearney station garrison two miles distant passed sioux would masters train fort kearney station beyond
negative,conductor fighting beside mr fogg shot fell
negative,moment cried unless train stopped five minutes lost shall stopped said phileas fogg preparing rush car
positive,stay monsieur cried passepartout go mr fogg time stop brave fellow opening door unperceived indians succeeded slipping car struggle continued balls whizzed across head made use old acrobatic experience amazing agility worked way cars holding chains aiding brakes edges sashes creeping one car another marvellous skill thus gaining forward end train
negative,suspended one hand baggage car tender loosened safety chains owing traction would never succeeded unscrewing yoking bar violent concussion jolted bar
positive,train detached engine remained little behind whilst locomotive rushed forward increased speed
negative,carried force already acquired train still moved several minutes brakes worked last stopped less hundred feet kearney station
positive,soldiers fort attracted shots hurried sioux expected decamped body train entirely stopped
positive,passengers counted station platform several found missing among others courageous frenchman whose devotion saved
negative,killed struggle
negative,taken prisoners sioux
neutral,impossible tell
neutral,many wounded none mortally
negative,colonel proctor one seriously hurt fought bravely ball entered groin
neutral,carried station wounded passengers receive attention could avail
positive,aouda safe phileas fogg thickest fight received scratch
neutral,fix slightly wounded arm
negative,passepartout found tears coursed aouda cheeks
neutral,passengers got train wheels stained blood
neutral,tyres spokes hung ragged pieces flesh
positive,far eye could reach white plain behind red trails visible
neutral,last sioux disappearing south along banks republican river
neutral,mr fogg folded arms remained motionless
negative,serious decision make
neutral,aouda standing near looked without speaking understood look
negative,servant prisoner ought risk everything rescue indians
negative,find living dead said quietly aouda
neutral,ah mr mr
negative,fogg cried clasping hands covering tears
neutral,living added mr fogg lose moment phileas fogg resolution inevitably sacrificed pronounced doom
negative,delay single day would make lose steamer new york bet would certainly lost
negative,thought duty hesitate
neutral,commanding officer fort kearney
negative,hundred soldiers placed position defend station sioux attack
negative,sir said mr fogg captain three passengers disappeared dead asked captain
negative,dead prisoners uncertainty must solved
negative,propose pursue sioux serious thing sir returned captain
positive,indians may retreat beyond arkansas cannot leave fort unprotected lives three men question sir said phileas fogg
positive,doubtless risk lives fifty men save three know whether sir ought nobody returned right teach duty well said mr fogg coldly
negative,go alone sir cried fix coming go alone pursuit indians would leave poor fellow perish every one present owes life
negative,shall go sir shall go alone cried captain touched spite
neutral,
positive,brave man
neutral,thirty volunteers added turning soldiers
neutral,whole company started forward
neutral,captain pick men
neutral,thirty chosen old sergeant placed head
positive,thanks captain said mr fogg
neutral,let go asked fix
positive,please sir
positive,wish favour remain aouda
neutral,case anything happen sudden pallor overspread detective face
neutral,separate man persistently followed step step
negative,leave wander desert
positive,fix gazed attentively mr fogg despite suspicions struggle going within lowered eyes calm frank look
neutral,stay said
positive,moments mr fogg pressed young woman hand confided precious carpet bag went sergeant little squad
positive,going said soldiers friends divide five thousand dollars among save prisoners little past noon
positive,aouda retired waiting room waited alone thinking simple noble generosity tranquil courage phileas fogg
neutral,sacrificed fortune risking life without hesitation duty silence
neutral,fix thoughts could scarcely conceal agitation
neutral,walked feverishly platform soon resumed outward composure
negative,saw folly guilty letting fogg go alone
neutral,
neutral,man followed around world permitted separate
negative,began accuse abuse director police administered sound lecture greenness
negative,idiot thought man see
neutral,gone come back
positive,fix pocket warrant arrest fascinated
negative,decidedly nothing ass reasoned detective hours crept slowly
neutral,know
negative,sometimes tempted tell aouda could doubt young woman would receive confidences
neutral,course take
neutral,thought pursuing fogg across vast white plains seem impossible might overtake
positive,footsteps easily printed snow
neutral,soon new sheet every imprint would effaced
negative,fix became discouraged
negative,felt sort insurmountable longing abandon game altogether
positive,could leave fort kearney station pursue journey homeward peace
negative,towards two clock afternoon snowing hard long whistles heard approaching east
positive,great shadow preceded wild light slowly advanced appearing still larger mist gave fantastic aspect
neutral,train expected east neither time succour asked telegraph arrive train omaha san francisco due till next day
neutral,mystery soon explained
positive,locomotive slowly approaching deafening whistles detached train continued route terrific rapidity carrying unconscious engineer stoker
negative,run several miles fire becoming low want fuel steam slackened finally stopped hour twenty miles beyond fort kearney
negative,neither engineer stoker dead remaining time swoon come
negative,train stopped
neutral,engineer found desert locomotive without cars understood happened
negative,could imagine locomotive become separated train doubt train left behind distress
negative,hesitate
negative,would prudent continue omaha would dangerous return train indians might still engaged pillaging
negative,nevertheless began rebuild fire furnace pressure mounted locomotive returned running backwards fort kearney
neutral,whistling mist
positive,travellers glad see locomotive resume place head train
negative,could continue journey terribly interrupted
negative,aouda seeing locomotive come hurried station asked conductor going start madam prisoners unfortunate fellow travellers cannot interrupt trip replied conductor
neutral,already three hours behind time another train pass san francisco morrow evening madam morrow evening
neutral,late
neutral,must wait impossible responded conductor
positive,wish go please get go said aouda
neutral,fix heard conversation
positive,little prospect proceeding journey made mind leave fort kearney train ready start take seat car irresistible influence held back
neutral,station platform burned feet could stir
negative,conflict mind began anger failure stifled
negative,wished struggle end
negative,meanwhile passengers wounded among colonel proctor whose injuries serious taken places train
positive,buzzing heated boiler heard steam escaping valves
negative,engineer whistled train started soon disappeared mingling white smoke eddies densely falling snow
neutral,detective remained behind
neutral,several hours passed
negative,weather dismal cold
neutral,fix sat motionless bench station might thought asleep
positive,aouda despite storm kept coming waiting room going end platform peering tempest snow pierce mist narrowed horizon around hear possible welcome sound
neutral,heard saw nothing
negative,would return chilled issue lapse moments always vain
neutral,evening came little band returned
neutral,could
negative,found indians conflict still wandering amid mist
negative,commander fort anxious though tried conceal apprehensions
neutral,night approached snow fell less plentifully became intensely cold
neutral,absolute silence rested plains
positive,neither flight bird passing beast troubled perfect calm
negative,throughout night aouda full sad forebodings heart stifled anguish wandered verge plains
positive,imagination carried far showed innumerable dangers
negative,suffered long hours would impossible describe
neutral,fix remained stationary place sleep
negative,man approached spoke detective merely replied shaking head
neutral,thus night passed
positive,dawn half extinguished disc sun rose misty horizon possible recognise objects two miles
neutral,phileas fogg squad gone southward south still vacancy
neutral,seven clock
negative,captain really alarmed know course take
positive,send another detachment rescue first
positive,sacrifice men chances saving already sacrificed
negative,hesitation last long however
neutral,calling one lieutenants point ordering reconnaissance gunshots heard
neutral,signal
positive,soldiers rushed fort half mile perceived little band returning good order
positive,mr fogg marching head behind passepartout two travellers rescued sioux
neutral,met fought indians ten miles south fort kearney
positive,shortly detachment arrived passepartout companions begun struggle captors three frenchman felled fists master soldiers hastened relief
positive,welcomed joyful cries
positive,phileas fogg distributed reward promised soldiers passepartout without reason muttered must certainly confessed cost master dear fix without saying word looked mr fogg would difficult analyse thoughts struggled within
positive,aouda took protector hand pressed much moved speak
positive,meanwhile passepartout looking train thought find ready start omaha hoped time lost might regained
neutral,train
negative,train cried
neutral,gone replied fix
neutral,next train pass said phileas fogg
neutral,till evening ah returned impassible gentleman quietly
negative,passepartout involuntary cause delay desperate
negative,ruined master
positive,moment detective approached mr fogg looking intently face said seriously sir great haste quite seriously purpose asking resumed fix
positive,absolutely necessary new york 11th nine clock evening time steamer leaves liverpool absolutely necessary journey interrupted indians would reached new york morning 11th yes eleven hours spare steamer left good
neutral,therefore twenty hours behind
neutral,twelve twenty leaves eight
neutral,must regain eight hours
positive,wish try foot asked mr fogg
neutral,sledge replied fix
neutral,sledge sails
negative,man proposed method man spoken fix night whose offer refused
neutral,phileas fogg reply fix pointed man walking front station mr fogg went
neutral,instant mr fogg american whose name mudge entered hut built fort
positive,mr fogg examined curious vehicle kind frame two long beams little raised front like runners sledge upon room five six persons
neutral,high mast fixed frame held firmly metallic lashings attached large brigantine sail
neutral,mast held iron stay upon hoist jib sail
neutral,behind sort rudder served guide vehicle
neutral,short sledge rigged like sloop
negative,winter trains blocked snow sledges make extremely rapid journeys across frozen plains one station another
positive,provided sails cutter wind behind slip surface prairies speed equal superior express trains
positive,mr fogg readily made bargain owner land craft
positive,wind favourable fresh blowing west
positive,snow hardened mudge confident able transport mr fogg hours omaha
neutral,thence trains eastward run frequently chicago new york
negative,impossible lost time might yet recovered opportunity rejected
positive,wishing expose aouda discomforts travelling open air mr fogg proposed leave passepartout fort kearney servant taking upon escort europe better route favourable conditions
positive,aouda refused separate mr fogg passepartout delighted decision nothing could induce leave master fix
negative,would difficult guess detective thoughts
positive,conviction shaken phileas fogg return still regard exceedingly shrewd rascal journey round world completed would think absolutely safe england
positive,perhaps fix opinion phileas fogg somewhat modified nevertheless resolved duty hasten return whole party england much possible
positive,eight clock sledge ready start
neutral,passengers took places wrapped closely travelling cloaks
positive,two great sails hoisted pressure wind sledge slid hardened snow velocity forty miles hour
neutral,distance fort kearney omaha birds fly two hundred miles
positive,wind held good distance might traversed five hours accident happened sledge might reach omaha one clock
neutral,journey
neutral,travellers huddled close together could speak cold intensified rapidity going
neutral,sledge sped lightly boat waves
neutral,breeze came skimming earth sledge seemed lifted ground sails
positive,mudge rudder kept straight line turn hand checked lurches vehicle tendency make
neutral,sails jib arranged screen brigantine
positive,top mast hoisted another jib held wind added force sails
neutral,although speed could exactly estimated sledge could going less forty miles hour
positive,nothing breaks said mudge shall get mr fogg made mudge interest reach omaha within time agreed offer handsome reward
positive,prairie across sledge moving straight line flat sea
positive,seemed like vast frozen lake
positive,railroad ran section ascended south west north west great island columbus important nebraska town schuyler fremont omaha
neutral,followed throughout right bank platte river
neutral,sledge shortening route took chord arc described railway
negative,mudge afraid stopped platte river frozen
negative,road quite clear obstacles phileas fogg two things fear accident sledge change calm wind
neutral,breeze far lessening force blew bend mast however metallic lashings held firmly
positive,lashings like chords stringed instrument resounded vibrated violin bow
positive,sledge slid along midst plaintively intense melody
neutral,chords give fifth octave said mr fogg
neutral,words uttered journey
negative,aouda cosily packed furs cloaks sheltered much possible attacks freezing wind
neutral,passepartout face red sun disc sets mist laboriously inhaled biting air
positive,natural buoyancy spirits began hope
positive,would reach new york evening morning 11th still chances would steamer sailed liverpool
positive,passepartout even felt strong desire grasp ally fix hand
positive,remembered detective procured sledge means reaching omaha time checked presentiment kept usual reserve
neutral,one thing however passepartout would never forget sacrifice mr fogg made without hesitation rescue sioux
neutral,mr fogg risked fortune life
neutral,
positive,servant would never forget
positive,party absorbed reflections different sledge flew past vast carpet snow
neutral,creeks passed perceived
negative,fields streams disappeared uniform whiteness
neutral,plain absolutely deserted
positive,union pacific road branch unites kearney saint joseph formed great uninhabited island
neutral,neither village station fort appeared
positive,time time sped phantom like tree whose white skeleton twisted rattled wind
positive,sometimes flocks wild birds rose bands gaunt famished ferocious prairie wolves ran howling sledge
positive,passepartout revolver hand held ready fire came near
negative,accident happened sledge travellers attacked beasts would terrible danger held even course soon gained wolves ere long left howling band safe distance behind
positive,noon mudge perceived certain landmarks crossing platte river
positive,said nothing felt certain within twenty miles omaha
positive,less hour left rudder furled sails whilst sledge carried forward great impetus wind given went half mile sails unspread
negative,stopped last mudge pointing mass roofs white snow said got arrived
neutral,arrived station daily communication numerous trains atlantic seaboard
neutral,passepartout fix jumped stretched stiffened limbs aided mr fogg young woman descend sledge
positive,phileas fogg generously rewarded mudge whose hand passepartout warmly grasped party directed steps omaha railway station
positive,pacific railroad proper finds terminus important nebraska town
neutral,omaha connected chicago chicago rock island railroad runs directly east passes fifty stations
positive,train ready start mr fogg party reached station time get cars
negative,seen nothing omaha passepartout confessed regretted travelling see sights
neutral,train passed rapidly across state iowa council bluffs des moines iowa city
neutral,night crossed mississippi davenport rock island entered illinois
positive,next day 10th four clock evening reached chicago already risen ruins proudly seated ever borders beautiful lake michigan
neutral,nine hundred miles separated chicago new york trains wanting chicago
positive,mr fogg passed one locomotive pittsburgh fort wayne chicago railway left full speed fully comprehended gentleman time lose
positive,traversed indiana ohio pennsylvania new jersey like flash rushing towns antique names streets car tracks yet houses
negative,last hudson came view quarter past eleven evening 11th train stopped station right bank river pier cunard line
neutral,china liverpool started three quarters hour
neutral,none steamers able serve projects
positive,pereire french transatlantic company whose admirable steamers equal speed comfort leave 14th hamburg boats go directly liverpool london havre additional trip havre southampton would render phileas fogg last efforts avail
positive,inman steamer depart till next day could cross atlantic time save wager
neutral,mr fogg learned consulting bradshaw gave daily movements transatlantic steamers
negative,passepartout crushed overwhelmed lose boat three quarters hour
negative,fault instead helping master ceased putting obstacles path
negative,recalled incidents tour counted sums expended pure loss account thought immense stake added heavy charges useless journey would completely ruin mr fogg overwhelmed bitter self accusations
positive,mr fogg however reproach leaving cunard pier said consult best morrow
neutral,come party crossed hudson jersey city ferryboat drove carriage st nicholas hotel broadway
positive,rooms engaged night passed briefly phileas fogg slept profoundly long aouda others whose agitation permit rest
neutral,next day 12th december
neutral,seven morning 12th quarter nine evening 21st nine days thirteen hours forty five minutes
positive,phileas fogg left china one fastest steamers atlantic would reached liverpool london within period agreed upon
positive,mr fogg left hotel alone giving passepartout instructions await return inform aouda ready instant notice
neutral,proceeded banks hudson looked among vessels moored anchored river depart
neutral,several departure signals preparing put sea morning tide immense admirable port one day hundred vessels set every quarter globe
neutral,mostly sailing vessels course phileas fogg could make use
positive,seemed give hope espied anchored battery cable length trading vessel screw well shaped whose funnel puffing cloud smoke indicated getting ready departure
positive,phileas fogg hailed boat got soon found board henrietta iron hulled wood built
neutral,ascended deck asked captain forthwith presented
neutral,man fifty sort sea wolf big eyes complexion oxidised copper red hair thick neck growling voice
neutral,captain asked mr fogg
neutral,captain phileas fogg london andrew speedy cardiff going put sea hour bound bordeaux cargo freight
neutral,going ballast passengers passengers
neutral,never passengers
positive,much way vessel swift one eleven twelve knots
neutral,henrietta well known carry three persons liverpool liverpool
neutral,china said liverpool
positive,setting bordeaux shall go bordeaux money object none captain spoke tone admit reply
neutral,owners henrietta resumed phileas fogg
neutral,owners replied captain
negative,vessel belongs freight buy phileas fogg betray least disappointment situation grave one
negative,new york hong kong captain henrietta captain tankadere time money smoothed away every obstacle
negative,money failed
positive,still means must found cross atlantic boat unless balloon would venturesome besides capable put practice
neutral,seemed phileas fogg idea said captain well carry bordeaux paid two hundred dollars offer two thousand apiece apiece four four captain speedy began scratch head
positive,eight thousand dollars gain without changing route well worth conquering repugnance kinds passengers
neutral,besides passengers two thousand dollars longer passengers valuable merchandise
neutral,start nine clock said captain speedy simply
positive,party ready board nine clock replied less simply mr fogg
neutral,half past eight
positive,disembark henrietta jump hack hurry st nicholas return aouda passepartout even inseparable fix work brief time performed mr fogg coolness never abandoned
positive,board henrietta made ready weigh anchor
neutral,passepartout heard last voyage going cost uttered prolonged oh extended throughout vocal gamut
positive,fix said bank england would certainly come affair well indemnified
positive,reached england even mr fogg throw handfuls bank bills sea seven thousand pounds would spent
negative,day skirted long island passed fire island directed course rapidly eastward
neutral,noon next day man mounted bridge ascertain vessel position
neutral,might thought captain speedy
neutral,least world
neutral,phileas fogg esquire
negative,captain speedy shut cabin lock key uttering loud cries signified anger pardonable excessive
neutral,happened simple
neutral,phileas fogg wished go liverpool captain would carry
positive,phileas fogg taken passage bordeaux thirty hours board shrewdly managed banknotes sailors stokers occasional crew best terms captain went body
negative,phileas fogg command instead captain speedy captain prisoner cabin short henrietta directing course towards liverpool
positive,clear see mr fogg manage craft sailor
positive,adventure ended seen anon
negative,aouda anxious though said nothing
positive,passepartout thought mr fogg man uvre simply glorious
neutral,captain said eleven twelve knots henrietta confirmed prediction
negative,ifs still sea become boisterous wind veer round east accident happened boat machinery henrietta might cross three thousand miles new york liverpool nine days 12th 21st december
positive,true arrived affair board henrietta added bank england might create difficulties mr fogg imagined could desire
neutral,first days went along smoothly enough
positive,sea unpropitious wind seemed stationary north east sails hoisted henrietta ploughed across waves like real transatlantic steamer
positive,passepartout delighted
negative,master last exploit consequences ignored enchanted
neutral,never crew seen jolly dexterous fellow
positive,formed warm friendships sailors amazed acrobatic feats
positive,thought managed vessel like gentlemen stokers fired like heroes
positive,loquacious good humour infected everyone
negative,forgotten past vexations delays
positive,thought end nearly accomplished sometimes boiled impatience heated furnaces henrietta often also worthy fellow revolved around fix looking keen distrustful eye speak old intimacy longer existed
neutral,fix must confessed understood nothing going
positive,conquest henrietta bribery crew fogg managing boat like skilled seaman amazed confused
neutral,know think
negative,man began stealing fifty five thousand pounds might end stealing vessel fix unnaturally inclined conclude henrietta fogg command going liverpool part world robber turned pirate would quietly put safety
negative,conjecture least plausible one detective began seriously regret embarked affair
positive,captain speedy continued howl growl cabin passepartout whose duty carry meals courageous took greatest precautions
neutral,mr fogg seem even know captain board
negative,13th passed edge banks newfoundland dangerous locality winter especially frequent fogs heavy gales wind
negative,ever since evening barometer suddenly falling indicated approaching change atmosphere night temperature varied cold became sharper wind veered south east
neutral,misfortune
negative,mr fogg order deviate course furled sails increased force steam vessel speed slackened owing state sea long waves broke stern
negative,pitched violently retarded progress
positive,breeze little little swelled tempest feared henrietta might able maintain upright waves
negative,passepartout visage darkened skies two days poor fellow experienced constant fright
positive,phileas fogg bold mariner knew maintain headway sea kept course without even decreasing steam
positive,henrietta could rise upon waves crossed swamping deck passing safely
positive,sometimes screw rose water beating protruding end mountain water raised stern waves craft always kept straight ahead
neutral,wind however grow boisterous might feared one tempests burst rush speed ninety miles hour
negative,continued fresh unhappily remained obstinately south east rendering sails useless
negative,16th december seventy fifth day since phileas fogg departure london henrietta yet seriously delayed
negative,half voyage almost accomplished worst localities passed
positive,summer success would well nigh certain
negative,winter mercy bad season
negative,passepartout said nothing cherished hope secret comforted reflection wind failed might still count steam
neutral,day engineer came deck went mr fogg began speak earnestly
negative,without knowing presentiment perhaps passepartout became vaguely uneasy
neutral,would given one ears hear engineer saying
positive,finally managed catch words sure heard master say certain tell certain sir replied engineer
neutral,must remember since started kept hot fires furnaces though coal enough go short steam new york bordeaux enough go steam new york liverpool consider replied mr fogg
negative,passepartout understood seized mortal anxiety
neutral,coal giving
positive,ah master get muttered famous man could help imparting fix overheard
negative,believe really going liverpool course ass replied detective shrugging shoulders turning heel
negative,passepartout point vigorously resenting epithet reason could life comprehend reflected unfortunate fix probably much disappointed humiliated self esteem awkwardly followed false scent around world refrained
positive,course would phileas fogg adopt
negative,difficult imagine
negative,nevertheless seemed decided upon one evening sent engineer said feed fires coal exhausted moments funnel henrietta vomited forth torrents smoke
neutral,vessel continued proceed steam 18th engineer predicted announced coal would give course day
neutral,let fires go replied mr fogg
neutral,keep last
neutral,let valves filled towards noon phileas fogg ascertained position called passepartout ordered go captain speedy
positive,honest fellow commanded unchain tiger
negative,went poop saying like madman moments cries oaths bomb appeared poop deck
negative,bomb captain speedy
positive,clear point bursting
negative,first words anger permitted utter
negative,poor man apoplectic could never recovered paroxysm wrath
neutral,repeated purple face
neutral,seven hundred seven miles liverpool replied mr fogg imperturbable calmness
negative,pirate cried captain speedy
neutral,sent sir pickaroon sir continued mr fogg ask sell vessel
negative,devils shall obliged burn burn henrietta yes least upper part
negative,coal given burn vessel cried captain speedy could scarcely pronounce words
positive,vessel worth fifty thousand dollars sixty thousand replied phileas fogg handing captain roll bank bills
neutral,prodigious effect andrew speedy
neutral,american scarcely remain unmoved sight sixty thousand dollars
negative,captain forgot instant anger imprisonment grudges passenger
positive,henrietta twenty years old great bargain
negative,bomb would go
neutral,mr fogg taken away match
neutral,shall still iron hull said captain softer tone
neutral,iron hull engine
positive,agreed agreed andrew speedy seizing banknotes counted consigned pocket
positive,colloquy passepartout white sheet fix seemed point apoplectic fit
positive,nearly twenty thousand pounds expended fogg left hull engine captain near whole value craft
positive,true however fifty five thousand pounds stolen bank
neutral,andrew speedy pocketed money mr fogg said let astonish sir
neutral,must know shall lose twenty thousand pounds unless arrive london quarter nine evening 21st december
positive,missed steamer new york refused take liverpool well cried andrew speedy gained least forty thousand dollars added sedately know one thing captain fogg captain fogg got something yankee paid passenger considered high compliment going away mr fogg said vessel belongs certainly keel truck masts wood well
positive,interior seats bunks frames pulled burn necessary dry wood keep steam adequate pressure day poop cabins bunks spare deck sacrificed
neutral,next day 19th december masts rafts spars burned crew worked lustily keeping fires
negative,passepartout hewed cut sawed away might
positive,perfect rage demolition
positive,railings fittings greater part deck top sides disappeared 20th henrietta flat hulk
neutral,day sighted irish coast fastnet light
neutral,ten evening passing queenstown
positive,phileas fogg twenty four hours get london length time necessary reach liverpool steam
neutral,steam give altogether
positive,sir said captain speedy deeply interested mr fogg project really commiserate
neutral,everything
positive,opposite queenstown ah said mr fogg place see lights queenstown yes enter harbour three hours
positive,high tide stay replied mr fogg calmly without betraying features supreme inspiration attempt conquer ill fortune
negative,queenstown irish port transatlantic steamers stop put mails
positive,mails carried dublin express trains always held readiness start dublin sent liverpool rapid boats thus gain twelve hours atlantic steamers
positive,phileas fogg counted gaining twelve hours way
positive,instead arriving liverpool next evening henrietta would noon would therefore time reach london quarter nine evening
positive,henrietta entered queenstown harbour one clock morning high tide phileas fogg grasped heartily hand captain speedy left gentleman levelled hulk craft still worth half sold
neutral,party went shore
negative,fix greatly tempted arrest mr fogg spot
neutral,
negative,struggle going within
neutral,changed mind man
negative,understand made grave mistake
negative,however abandon mr fogg
negative,got upon train ready start half past one dawn day dublin lost time embarking steamer disdaining rise upon waves invariably cut
neutral,phileas fogg last disembarked liverpool quay twenty minutes twelve 21st december
neutral,six hours distant london
neutral,shut custom house transferred london next day
negative,passepartout saw master arrested would fallen upon fix held back policemen
neutral,aouda thunderstruck suddenness event could understand
neutral,passepartout explained honest courageous fogg arrested robber
neutral,young woman heart revolted heinous charge saw could attempt nothing save protector wept bitterly
negative,fix arrested mr fogg duty whether mr fogg guilty
negative,thought struck passepartout cause new misfortune
neutral,concealed fix errand master
positive,fix revealed true character purpose told mr fogg
negative,latter warned would doubt given fix proof innocence satisfied mistake least fix would continued journey expense heels master arrest moment set foot english soil
negative,passepartout wept till blind felt like blowing brains
neutral,aouda remained despite cold portico custom house
negative,neither wished leave place anxious see mr fogg
negative,gentleman really ruined moment attain end
negative,arrest fatal
positive,arrived liverpool twenty minutes twelve 21st december till quarter nine evening reach reform club nine hours quarter journey liverpool london six hours
negative,anyone moment entered custom house would found mr fogg seated motionless calm without apparent anger upon wooden bench
negative,true resigned last blow failed force outward betrayal emotion
negative,devoured one secret rages terrible contained burst forth irresistible force last moment
neutral,one could tell
positive,sat calmly waiting
positive,still cherish hope
negative,still believe door prison closed upon would succeed
positive,however may mr fogg carefully put watch upon table observed advancing hands
neutral,word escaped lips look singularly set stern
negative,situation event terrible one might thus stated phileas fogg honest ruined knave caught
positive,escape occur
negative,examine see practicable outlet prison
positive,think escaping
neutral,possibly walked slowly around room
neutral,door locked window heavily barred iron rods
neutral,sat drew journal pocket
neutral,line words written 21st december saturday liverpool added 80th day 11 40 waited
negative,custom house clock struck one
neutral,mr fogg observed watch two hours fast
neutral,two hours
positive,admitting moment taking express train could reach london reform club quarter nine p forehead slightly wrinkled
neutral,thirty three minutes past two heard singular noise outside hasty opening doors
neutral,passepartout voice audible immediately fix
neutral,phileas fogg eyes brightened instant
neutral,door swung open saw passepartout aouda fix hurried towards
negative,fix breath hair disorder
neutral,could speak
negative,sir stammered sir forgive unfortunate resemblance robber arrested three days ago free phileas fogg free
neutral,walked detective looked steadily face rapid motion ever made life ever would make drew back arms precision machine knocked fix
negative,well hit cried passepartout parbleu
positive,might call good application english fists fix found floor utter word
neutral,received deserts
positive,mr fogg aouda passepartout left custom house without delay got cab moments descended station
negative,phileas fogg asked express train leave london
neutral,forty minutes past two
neutral,express train left thirty five minutes
positive,phileas fogg ordered special train
positive,several rapid locomotives hand railway arrangements permit special train leave three clock
positive,hour phileas fogg stimulated engineer offer generous reward last set towards london aouda faithful servant
positive,necessary make journey five hours half would easy clear road throughout
negative,forced delays mr fogg stepped train terminus clocks london striking ten minutes nine
positive,1 made tour world behind hand five minutes
negative,lost wager
positive,1 somewhat remarkable eccentricity part london clocks translator
neutral,doors windows still closed appearance change visible
neutral,leaving station mr fogg gave passepartout instructions purchase provisions quietly went domicile
positive,bore misfortune habitual tranquillity
negative,ruined
neutral,blundering detective
negative,steadily traversed long journey overcome hundred obstacles braved many dangers still found time good way fail near goal sudden event could foreseen unarmed terrible
neutral,pounds left large sum carried
positive,remained fortune twenty thousand pounds deposited barings amount owed friends reform club
positive,great expense tour even would enriched probable sought enrich man rather laid wagers honour sake stake proposed
negative,wager totally ruined
neutral,mr fogg course however fully decided upon knew remained
negative,room house saville row set apart aouda overwhelmed grief protector misfortune
negative,words mr fogg dropped saw meditating serious project
negative,knowing englishmen governed fixed idea sometimes resort desperate expedient suicide passepartout kept narrow watch upon master though carefully concealed appearance
positive,first worthy fellow gone room extinguished gas burner burning eighty days
negative,found letter box bill gas company thought time put stop expense doomed bear
neutral,night passed
neutral,mr fogg went bed sleep
neutral,aouda close eyes
positive,passepartout watched night like faithful dog master door
neutral,mr fogg called morning told get aouda breakfast cup tea chop
positive,desired aouda excuse breakfast dinner time would absorbed day putting affairs rights
neutral,evening would ask permission moment conversation young lady
neutral,passepartout received orders nothing obey
positive,looked imperturbable master could scarcely bring mind leave
negative,heart full conscience tortured remorse accused bitterly ever cause irretrievable disaster
positive,yes
negative,warned mr fogg betrayed fix projects master would certainly given detective passage liverpool passepartout could hold longer
neutral,master
negative,mr fogg cried curse
positive,fault blame one returned phileas fogg perfect calmness
neutral,go passepartout left room went find aouda delivered master message
neutral,madam added nothing nothing
neutral,influence master perhaps influence could replied aouda
neutral,mr
neutral,fogg influenced one
neutral,ever understood gratitude overflowing
neutral,ever read heart
positive,friend must left alone instant
positive,say going speak evening yes madam probably arrange protection comfort england shall see replied aouda becoming suddenly pensive
negative,throughout day sunday house saville row uninhabited phileas fogg first time since lived house set club westminster clock struck half past eleven
neutral,present reform
positive,friends longer expected
negative,phileas fogg appeared saloon evening saturday 21st december quarter nine lost wager
neutral,even necessary go bankers twenty thousand pounds antagonists already cheque hands fill send barings amount transferred credit
neutral,mr fogg therefore reason going remained home
neutral,shut room busied putting affairs order
neutral,passepartout continually ascended descended stairs
neutral,hours long
positive,listened master door looked keyhole perfect right feared something terrible might happen moment
negative,sometimes thought fix longer anger
