Label,StopwordRemovedSentence
neutral,vast circle ancient rome could held entirety ten times
positive,ah exclaimed michel ardan enthusiastic sight grand town might constructed within ring mountains
positive,quiet city peaceful refuge beyond human misery
negative,calm isolated misanthropes haters humanity might live distaste social life
neutral,would small replied barbicane simply
positive,radiant glory
positive,geological phenomenon designed ardent beams
neutral,question occupied barbicane mind
neutral,eyes ran directions luminous furrows raised edges concave center twelve miles others thirty miles broad
positive,brilliant trains extended places within 600 miles tycho seemed cover particularly toward east northeast north half southern hemisphere
neutral,one jets extended far circle neander situated 40th meridian
neutral,another slight curve furrowed sea nectar breaking chain pyrenees circuit 800 miles
neutral,others toward west covered sea clouds sea humors luminous network
positive,origin sparkling rays shone plains well reliefs whatever height might
neutral,started common center crater tycho
neutral,sprang
positive,herschel attributed brilliancy currents lava congealed cold opinion however generally adopted
positive,astronomers seen inexplicable rays kind moraines rows erratic blocks thrown period tycho formation
negative,asked nicholl barbicane relating rejecting different opinions
negative,regularity luminous lines violence necessary carry volcanic matter distances inexplicable eh
positive,jove replied michel ardan seems easy enough explain origin rays indeed said barbicane
neutral,indeed continued michel
positive,enough say vast star similar produced ball stone thrown square glass well replied barbicane smiling
positive,hand would powerful enough throw ball give shock hand necessary answered nicholl confounded stone let us suppose comet ah
negative,much abused comets exclaimed barbicane
negative,brave michel explanation bad comet useless
negative,shock produced rent must inside star
negative,violent contraction lunar crust cooling might suffice imprint gigantic star contraction
neutral,something like lunar stomach ache said michel ardan
negative,besides added barbicane opinion english savant nasmyth seems sufficiently explain radiation mountains nasmyth fool replied michel
negative,long travelers sight could never weary admire splendors tycho
positive,projectile saturated luminous gleams double irradiation sun moon must appeared like incandescent globe
positive,passed suddenly excessive cold intense heat
neutral,nature thus preparing become selenites
neutral,become selenites
neutral,idea brought question habitability moon
positive,seen could travelers solve
neutral,would decide
positive,michel ardan persuaded two friends form opinion asked directly thought men animals represented lunar world
neutral,think answer said barbicane according idea question ought put form
neutral,ask put differently put way replied michel
neutral,continued barbicane
negative,problem double one requires double solution
neutral,moon habitable
positive,moon ever inhabitable good replied nicholl
positive,first let us see whether moon habitable tell truth know nothing answered michel
negative,answer negative continued barbicane
negative,actual state surrounding atmosphere certainly much reduced seas part dried insufficient supply water restricted vegetation sudden alternations cold heat days nights 354 hours moon seem habitable seem propitious animal development sufficient wants existence understand agreed replied nicholl
negative,moon habitable creatures differently organized question difficult answer try ask nicholl motion appears necessary result life whatever organization without doubt answered nicholl
positive,worthy companion would answer observed lunar continent distance 500 yards nothing seemed us move moon surface
negative,presence kind life would betrayed attendant marks divers buildings even ruins
neutral,seen
neutral,everywhere always geological works nature never work man
positive,exist representatives animal kingdom moon must fled unfathomable cavities eye cannot reach cannot admit must left traces passage plains atmosphere must cover however slightly raised may
neutral,traces nowhere visible
positive,remains one hypothesis living race motion life foreign one might well say living creatures live replied michel
neutral,said barbicane us meaning may form opinion said michel
positive,yes replied nicholl
negative,well continued michel ardan scientific commission assembled projectile gun club founded argument facts recently observed decide unanimously upon question habitability moon moon habitable decision consigned president barbicane notebook process sitting 6th december may seen
negative,said nicholl let us attack second question indispensable complement first
positive,ask honorable commission moon habitable ever inhabited citizen barbicane friends replied barbicane undertake journey order form opinion past habitability satellite add personal observations confirm opinion
positive,believe indeed affirm moon inhabited human race organized like produced animals anatomically formed like terrestrial animals add races human animal day forever extinct asked michel moon must older earth said barbicane decidedly world grown old quicker whose formation deformation rapid
negative,relatively organizing force matter much violent interior moon interior terrestrial globe
neutral,actual state cracked twisted burst disc abundantly proves
neutral,moon earth nothing gaseous masses originally
positive,gases passed liquid state different influences solid masses formed later
positive,certainly sphere still gaseous liquid moon solidified cooling become habitable believe said nicholl
neutral,continued barbicane atmosphere surrounded waters contained within gaseous envelope could evaporate
positive,influence air water light solar heat central heat vegetation took possession continents prepared receive certainly life showed period nature expend vain world wonderfully formed habitation must necessarily inhabited said nicholl many phenomena inherent satellite might cramp expansion animal vegetable kingdom
neutral,example days nights 354 hours terrestrial poles last six months said michel
positive,argument little value since poles inhabited let us observe friends continued barbicane actual state moon long nights long days created differences temperature insupportable organization historical period time
positive,atmosphere enveloped disc fluid mantle vapor deposited shape clouds natural screen tempered ardor solar rays retained nocturnal radiation
positive,light like heat diffuse air hence equality influences longer exists atmosphere almost entirely disappeared
neutral,going astonish astonish us said michel ardan
neutral,firmly believe period moon inhabited nights days last 354 hours asked nicholl quickly
positive,probably rotary motion moon upon axis equal revolution equality presents part disc fifteen days action solar rays granted replied nicholl two motions equal really equality determined terrestrial attraction
positive,say attraction powerful enough alter motion moon period earth still fluid replied nicholl say moon always satellite earth say exclaimed michel ardan moon exist earth imaginations carried away indefinite field hypothesis
neutral,barbicane sought restrain
negative,speculations high said problems utterly insoluble
neutral,let us enter upon
positive,let us admit insufficiency primordial attraction inequality two motions rotation revolution days nights could succeeded moon succeed earth
positive,besides even without conditions life possible asked michel ardan humanity disappeared moon yes replied barbicane doubtless remained persistently millions centuries degrees atmosphere becoming rarefied disc became uninhabitable terrestrial globe one day become cooling cooling certainly replied barbicane internal fires became extinguished incandescent matter concentrated lunar crust cooled
neutral,degrees consequences phenomena showed disappearance organized beings disappearance vegetation
positive,soon atmosphere rarefied probably withdrawn terrestrial attraction aerial departure respirable air disappearance water means evaporation
neutral,period moon becoming uninhabitable longer inhabited
positive,dead world see day say fate store earth probably cooling crust shall made uninhabitable calculated time unfortunate sphere take cool certainly know calculations perfectly speak clumsy savant exclaimed michel ardan make boil impatience well good michel replied barbicane quietly know diminution temperature earth undergoes lapse century
positive,according certain calculations mean temperature period 400 000 years brought zero four hundred thousand years exclaimed michel
neutral,ah
neutral,breathe
positive,really frightened hear imagined 50 000 years live barbicane nicholl could help laughing companion uneasiness
neutral,nicholl wished end discussion put second question considered
neutral,moon inhabited asked
neutral,answer unanimously affirmative
positive,discussion fruitful somewhat hazardous theories projectile rapidly leaving moon lineaments faded away travelers eyes mountains confused distance wonderful strange fantastical form earth satellite soon remained nothing imperishable remembrance
neutral,projectile position regard moon altered base turned earth
negative,change barbicane verified fail surprise
neutral,projectile gravitate round satellite elliptical orbit heaviest part turned toward moon turns earth
negative,difficult point
neutral,watching course projectile could see leaving moon followed course analogous traced approaching
positive,describing long ellipse would likely extend point equal attraction influences earth satellite neutralized
positive,conclusion barbicane justly drew facts already observed conviction two friends shared
negative,arrived dead point become us asked michel ardan
neutral,know replied barbicane
positive,one draw hypotheses suppose two answered barbicane either projectile speed insufficient remain forever immovable line double attraction prefer hypothesis whatever may interrupted michel
positive,continued barbicane speed sufficient continue elliptical course gravitate forever around orb night revolution consoling said michel pass state humble servants moon accustomed look upon handmaid
neutral,fate store us neither barbicane nicholl answered
negative,answer continued michel impatiently
neutral,nothing answer said nicholl
neutral,nothing try answered barbicane
negative,pretend fight impossible
positive,one frenchman two americans shrink word would subdue motion bearing us away subdue yes continued michel getting animated else alter employ accomplishment ends affair
neutral,artillerymen masters projectile artillerymen
positive,projectile command gunner better ram gunner gun
positive,faith
positive,fine savants
negative,know become us inducing inducing cried barbicane nicholl
neutral,inducing
neutral,mean recrimination said michel
positive,complain trip pleased projectile agrees let us humanly possible fall somewhere even moon ask better worthy michel replied barbicane means fail us cannot alter motion projectile diminish speed even lightening lighten overloaded vessel would throw said nicholl
positive,ballast board indeed seems lightened would go much quicker slower quicker neither slower quicker said barbicane wishing make two friends agree float space must longer consider specific weight well cried michel ardan decided voice remains one thing asked nicholl
positive,breakfast answered cool audacious frenchman always brought solution difficult juncture
neutral,case operation influence projectile course could least tried without inconvenience even success stomachic point view
positive,certainly michel none good ideas
neutral,breakfasted two morning hour mattered little
positive,michel served usual repast crowned glorious bottle drawn private cellar
negative,ideas crowd brains must despair chambertin 1853
neutral,repast finished observation began
neutral,around projectile invariable distance objects thrown
neutral,evidently translatory motion round moon passed atmosphere specific weight different objects would checked relative speed
neutral,side terrestrial sphere nothing seen
positive,earth day old new night twelve two days must elapse crescent freed solar rays would serve clock selenites rotary movement points twenty four hours repasses lunar meridian
negative,moon side sight different orb shone splendor amid innumerable constellations whose purity could troubled rays
neutral,disc plains already returning dark tint seen earth
positive,part nimbus remained brilliant midst general brilliancy tycho shone prominently like sun
neutral,barbicane means estimating projectile speed reasoning showed must uniformly decrease according laws mechanical reasoning
positive,admitted projectile describing orbit around moon orbit must necessarily elliptical science proves must
positive,motive body circulating round attracting body fails law
neutral,every orbit described space elliptical
positive,projectile gun club escape natural arrangement
positive,elliptical orbits attracting body always occupies one foci one moment satellite nearer another farther orb around gravitates
neutral,earth nearest sun perihelion aphelion farthest point
neutral,speaking moon nearest earth perigee farthest apogee
neutral,use analogous expressions astronomers language enriched projectile remains satellite moon must say aposelene farthest point periselene nearest
neutral,latter case projectile would attain maximum speed former minimum
positive,evidently moving toward aposelenitical point barbicane reason think speed would decrease point increase degrees neared moon
positive,speed would even become nil point joined equal attraction
negative,barbicane studied consequences different situations thinking inference could draw roughly disturbed cry michel ardan
positive,jove exclaimed must admit right simpletons say replied barbicane simple means checking speed bearing us moon use means use recoil contained rockets done said nicholl
positive,used force yet said barbicane true asked michel
neutral,time comes
positive,observe friends position occupied projectile oblique position regard lunar disc rockets slightly altering direction might turn moon instead drawing nearer replied michel
neutral,let us wait
neutral,inexplicable influence projectile turning base toward earth
positive,probable point equal attraction conical cap directed rigidly toward moon moment may hope speed nil moment act influence rockets may perhaps provoke fall directly surface lunar disc bravo said michel
positive,could first passage dead point projectile endowed great speed well reasoned said nicholl
neutral,let us wait patiently continued barbicane
positive,putting every chance side much despaired may say think shall gain end conclusion signal michel ardan hips hurrahs
negative,none audacious boobies remembered question solved negative
neutral,
neutral,moon inhabited
neutral,moon probably habitable
positive,yet going try everything reach
positive,one single question remained solved
positive,precise moment projectile would reach point equal attraction travelers must play last card
neutral,order calculate within seconds barbicane refer notes reckon different heights taken lunar parallels
negative,thus time necessary travel distance dead point south pole would equal distance separating north pole dead point
positive,hours representing time traveled carefully noted calculation easy
positive,barbicane found point would reached one morning night 7th 8th december
positive,nothing interfered course would reach given point twenty two hours
neutral,rockets primarily placed check fall projectile upon moon going employ directly contrary purpose
positive,case ready wait moment set fire
neutral,since nothing else done said nicholl make proposition asked barbicane
neutral,propose go sleep motion exclaimed michel ardan
neutral,forty hours since closed eyes said nicholl
positive,hours sleep restore strength never interrupted michel
positive,well continued nicholl every one taste shall go sleep stretching divan soon snored like forty eight pounder
positive,nicholl good deal sense said barbicane presently shall follow example moments continued bass supported captain baritone
positive,certainly said michel ardan finding alone practical people sometimes opportune ideas long legs stretched great arms folded head michel slept turn
positive,sleep could neither peaceful lasting minds three men much occupied hours seven morning three foot instant
neutral,projectile still leaving moon turning conical part toward
positive,explicable phenomenon one happily served barbicane ends
neutral,seventeen hours moment action would arrived
neutral,day seemed long
positive,however bold travelers might greatly impressed approach moment would decide either precipitate fall moon forever chain immutable orbit
positive,counted hours passed slow wish barbicane nicholl obstinately plunged calculations michel going coming narrow walls watching impassive moon longing eye
neutral,times recollections earth crossed minds
positive,saw friends gun club dearest j maston
neutral,moment honorable secretary must filling post rocky mountains
neutral,could see projectile glass gigantic telescope would think
negative,seeing disappear behind moon south pole would see reappear north pole
neutral,must therefore satellite satellite
neutral,j maston given unexpected news world
positive,denouement great enterprise
neutral,day passed without incident
neutral,terrestrial midnight arrived
neutral,8th december beginning
positive,one hour point equal attraction would reached
neutral,speed would animate projectile
neutral,could estimate
negative,error could vitiate barbicane calculations
neutral,one morning speed ought would nil
negative,besides another phenomenon would mark projectile stopping point neutral line
positive,spot two attractions lunar terrestrial would annulled
neutral,objects would weigh
positive,singular fact surprised barbicane companions much going would repeated return conditions
neutral,precise moment must act
positive,already projectile conical top sensibly turned toward lunar disc presented way utilize whole recoil produced pressure rocket apparatus
positive,chances favor travelers
negative,speed utterly annulled dead point decided movement toward moon would suffice however slight determine fall
neutral,five minutes one said nicholl
positive,ready replied michel ardan directing lighted match flame gas
neutral,wait said barbicane holding chronometer hand
neutral,moment weight effect
neutral,travelers felt entire disappearance
neutral,near neutral point touch
neutral,one clock said barbicane
neutral,michel ardan applied lighted match train communication rockets
neutral,detonation heard inside air
neutral,scuttles barbicane saw prolonged smoke flames immediately extinguished
negative,projectile sustained certain shock sensibly felt interior
neutral,three friends looked listened without speaking scarcely breathing
positive,one might heard beating hearts amid perfect silence
negative,falling asked michel ardan length
neutral,said nicholl since bottom projectile turning lunar disc moment barbicane quitting scuttle turned two companions
negative,frightfully pale forehead wrinkled lips contracted
negative,falling said
negative,ah cried michel ardan moon earth devil exclaimed michel ardan adding philosophically well came projectile doubtful ease get fearful fall begun
negative,speed retained borne projectile beyond dead point
neutral,explosion rockets could divert course
neutral,speed going carried neutral line returning done thing
negative,laws physics condemned pass every point already gone
negative,terrible fall height 160 000 miles springs break
negative,according laws gunnery projectile must strike earth speed equal left mouth columbiad speed 16 000 yards last second
positive,give figures comparison reckoned object thrown top towers notre dame height 200 feet arrive pavement speed 240 miles per hour
negative,projectile must strike earth speed 115 200 miles per hour
negative,lost said michel coolly
neutral,well
positive,die answered barbicane sort religious enthusiasm results travels magnificently spread
positive,secret god tell us
positive,life soul want know nothing either machines engines
positive,would thought finding depth near shore 200 miles american coast certainly bronsfield great depression said captain blomsberry
positive,spot submarine valley worn humboldt current skirts coast america far straits magellan great depths continued lieutenant favorable laying telegraphic cables
positive,level bottom like supporting american cable valentia newfoundland much better agree bronsfield
negative,permission lieutenant sir moment 3 508 fathoms line ball draws sounding lead yet touched bottom would come brook apparatus ingenious said captain blomsberry gives us exact soundings touch cried moment one men forewheel superintending operation
neutral,captain lieutenant mounted quarterdeck
neutral,depth asked captain
neutral,three thousand six hundred twenty seven fathoms replied lieutenant entering notebook
neutral,well bronsfield said captain take result
neutral,haul sounding line
neutral,work hours
positive,time engineer light furnaces shall ready start soon finished
neutral,ten clock permission lieutenant turn sir replied lieutenant obligingly
positive,captain susquehanna brave man need humble servant officers returned cabin took brandy grog earned steward end praise turned without complimented servant upon making beds slept peaceful sleep
neutral,ten night
positive,eleventh day month december drawing close magnificent night
positive,susquehanna corvette 500 horse power united states navy occupied taking soundings pacific ocean 200 miles american coast following long peninsula stretches coast mexico
neutral,wind dropped degrees
neutral,disturbance air
positive,pennant hung motionless maintop gallant mast truck
positive,captain jonathan blomsberry cousin german colonel blomsberry one ardent supporters gun club married aunt captain daughter honorable kentucky merchant captain blomsberry could wished finer weather bring close delicate operations sounding
positive,corvette even felt great tempest sweeping away groups clouds rocky mountains allowed observe course famous projectile
positive,everything went well fervor presbyterian forget thank heaven
positive,series soundings taken susquehanna aim finding favorable spot laying submarine cable connect hawaiian islands coast america
positive,great undertaking due instigation powerful company
positive,managing director intelligent cyrus field purposed even covering islands oceanica vast electrical network immense enterprise one worthy american genius
neutral,corvette susquehanna confided first operations sounding
neutral,night 11th 12th december exactly 27 7 north latitude 41 37 west longitude meridian washington
neutral,moon last quarter beginning rise horizon
neutral,departure captain blomsberry lieutenant officers standing together poop
neutral,appearance moon thoughts turned orb eyes whole hemisphere contemplating
positive,best naval glasses could discovered projectile wandering around hemisphere yet pointed toward brilliant disc millions eyes looking moment
neutral,gone ten days said lieutenant bronsfield last
neutral,become arrived lieutenant exclaimed young midshipman travelers arrive new country taking walk oh
positive,sure tell young friend said lieutenant bronsfield smiling
positive,continued another officer arrival cannot doubted
positive,projectile reach moon full 5th midnight
neutral,11th december makes six days
positive,six times twenty four hours without darkness one would time settle comfortably
positive,fancy see brave countrymen encamped bottom valley borders selenite stream near projectile half buried fall amid volcanic rubbish captain nicholl beginning leveling operations president barbicane writing notes michel ardan embalming lunar solitudes perfume yes
positive,must exclaimed young midshipman worked pitch enthusiasm ideal description superior officer
positive,like believe replied lieutenant quite unmoved
positive,unfortunately direct news lunar world still wanting beg pardon lieutenant said midshipman cannot president barbicane write burst laughter greeted answer
neutral,letters continued young man quickly
neutral,postal administration something see might telegraphic service fault asked one officers ironically
negative,necessarily replied midshipman confused
positive,easy set graphic communication earth means telescope long peak
neutral,know brings moon within four miles rocky mountains shows objects surface nine feet diameter
positive,well let industrious friends construct giant alphabet let write words three fathoms long sentences three miles long send us news young midshipman certain amount imagination loudly applauded lieutenant bronsfield allowing idea possible observing means could receive news lunar world could send terrestrial unless selenites instruments fit taking distant observations disposal
neutral,evidently said one officers become travelers
positive,done seen must interest us
positive,besides experiment succeeded doubt try
neutral,columbiad still sunk soil florida
positive,question powder shot every time moon zenith cargo visitors may sent clear replied lieutenant bronsfield j maston one day join friends cried midshipman ready oh
neutral,volunteers wanting answered bronsfield allowed half earth inhabitants would emigrate moon conversation officers susquehanna kept nearly one morning
positive,cannot say blundering systems broached inconsistent theories advanced bold spirits
neutral,since barbicane attempt nothing seemed impossible americans
neutral,already designed expedition savants whole colony toward selenite borders complete army consisting infantry artillery cavalry conquer lunar world
neutral,one morning hauling sounding line yet completed 1 670 fathoms still would entail hours work
neutral,according commander orders fires lighted steam got
neutral,susquehanna could started instant
positive,moment seventeen minutes past one morning lieutenant bronsfield preparing leave watch return cabin attention attracted distant hissing noise
neutral,comrades first thought hissing caused letting steam lifting heads found noise produced highest regions air
positive,time question hissing became frightfully intense suddenly appeared dazzled eyes enormous meteor ignited rapidity course friction atmospheric strata
negative,fiery mass grew larger eyes fell noise thunder upon bowsprit smashed close stem buried waves deafening roar
neutral,feet nearer susquehanna would foundered board
negative,one doubted meteor projectile gun club
neutral,travelers enclosed opinions divided regarding fate
negative,dead said one
negative,alive said another crater deep shock deadened must wanted air continued third speaker must died suffocation burned replied fourth projectile nothing incandescent mass crossed atmosphere matter exclaimed unanimously living dead must pull captain blomsberry assembled officers permission holding council
neutral,must decide upon something done immediately
neutral,hasty ones fishing projectile
negative,difficult operation though impossible one
positive,corvette proper machinery must fixed powerful resolved put nearest port give information gun club projectile fall
neutral,determination unanimous
neutral,choice port discussed
neutral,neighboring coast anchorage 27 latitude
positive,higher peninsula monterey stands important town takes name seated borders perfect desert connected interior network telegraphic wires electricity alone could spread important news fast enough
neutral,degrees opened bay san francisco
positive,capital gold country communication would easy heart union
negative,less two days susquehanna putting high pressure could arrive port
neutral,must therefore start
neutral,fires made could set immediately
positive,two thousand fathoms line still captain blomsberry wishing lose precious time hauling resolved cut
positive,fasten end buoy said buoy show us exact spot projectile fell besides replied lieutenant bronsfield situation exact 27 7 north latitude 41 37 west longitude well mr bronsfield replied captain permission line cut strong buoy strengthened couple spars thrown ocean
positive,end rope carefully lashed left solely rise fall billows buoy would sensibly deviate spot
positive,moment engineer sent inform captain steam could start agreeable communication captain thanked
neutral,course given north northeast corvette wearing steered full steam direct san francisco
neutral,three morning
positive,four hundred fifty miles cross nothing good vessel like susquehanna
neutral,thirty six hours covered distance 14th december twenty seven minutes past one night entered bay san francisco
negative,sight ship national navy arriving full speed bowsprit broken public curiosity greatly roused
neutral,dense crowd soon assembled quay waiting disembark
neutral,casting anchor captain blomsberry lieutenant bronsfield entered eight pared cutter soon brought land
neutral,jumped quay
neutral,telegraph asked without answering one thousand questions addressed
neutral,officer port conducted telegraph office concourse spectators
negative,blomsberry bronsfield entered crowd crushed door
negative,minutes later fourfold telegram sent first naval secretary washington second vice president gun club baltimore third hon
neutral,j maston long peak rocky mountains fourth sub director cambridge observatory massachusetts
neutral,worded follows 20 7 north latitude 41 37 west longitude 12th december seventeen minutes past one morning projectile columbiad fell pacific
neutral,send instructions blomsberry commander susquehanna
neutral,five minutes afterward whole town san francisco learned news
positive,six evening different states union heard great catastrophe midnight cable whole europe knew result great american experiment
neutral,attempt picture effect produced entire world unexpected denouement
neutral,receipt telegram naval secretary telegraphed susquehanna wait bay san francisco without extinguishing fires
positive,day night must ready put sea
positive,cambridge observatory called special meeting composure distinguishes learned bodies general peacefully discussed scientific bearings question
negative,gun club explosion
neutral,gunners assembled
neutral,vice president hon
positive,wilcome act reading premature dispatch j maston belfast announced projectile seen gigantic reflector long peak also held lunar attraction playing part satellite lunar world
neutral,know truth point
negative,arrival blomsberry dispatch decidely contradicting j maston telegram two parties formed bosom gun club
negative,one side admitted fall projectile consequently return travelers believed observations long peak concluded commander susquehanna made mistake
neutral,latter pretended projectile nothing meteor
neutral,nothing meteor shooting globe fall smashed bows corvette
negative,difficult answer argument speed animated must made observation difficult
positive,commander susquehanna officers might made mistake good faith one argument however favor namely projectile fallen earth place meeting terrestrial globe could take place 27 north latitude taking consideration time elapsed rotary motion earth 41 42 west longitude
positive,case decided gun club blomsberry brothers bilsby major elphinstone go straight san francisco consult means raising projectile depths ocean
positive,devoted men set railroad soon cross whole central america took far st louis swift mail coaches awaited
positive,almost moment secretary marine vice president gun club sub director observatory received dispatch san francisco honorable j maston undergoing greatest excitement ever experienced life excitement even bursting pet gun nearly cost life caused
negative,may remember secretary gun club started soon projectile almost quickly station long peak rocky mountains j belfast director cambridge observatory accompanying
neutral,arrived two friends installed never quitting summit enormous telescope
positive,know gigantic instrument set according reflecting system called english front view arrangement subjected objects one reflection making view consequently much clearer result taking observation j maston belfast placed upper part instrument lower reached circular staircase masterpiece lightness opened metal well terminated metallic mirror measured two hundred eighty feet depth
negative,narrow platform placed telescope two savants passed existence execrating day hid moon eyes clouds obstinately veiled night
positive,delight days waiting night 5th december saw vehicle bearing friends space
positive,delight succeeded great deception trusting cursory observation launched first telegram world erroneously affirming projectile become satellite moon gravitating immutable orbit
negative,moment never shown eyes disappearance easily explained passing behind moon invisible disc time reappear visible disc one may imagine impatience fuming j maston less impatient companion
neutral,minute night thought saw projectile see
negative,hence constant discussions violent disputes belfast affirming projectile could seen j maston maintaining put eyes projectile repeated j maston
positive,answered belfast avalanche detached lunar mountain well shall see morrow shall see
positive,carried space yes moments contradictions rained like hail well known irritability secretary gun club constituted permanent danger honorable belfast
negative,existence two together would soon become impossible unforseen event cut short everlasting discussions
negative,night 14th 15th december two irreconcilable friends busy observing lunar disc j maston abusing learned belfast usual side secretary gun club maintaining thousandth time seen projectile adding could see michel ardan face looking one scuttles time enforcing argument series gestures formidable hook rendered unpleasant
neutral,moment belfast servant appeared platform ten night gave dispatch
neutral,commander susquehanna telegram
negative,belfast tore envelope read uttered cry
neutral,said j maston
positive,projectile well fallen earth another cry time perfect howl answered
neutral,turned toward j maston
negative,unfortunate man imprudently leaning metal tube disappeared immense telescope
neutral,fall two hundred eighty feet
negative,belfast dismayed rushed orifice reflector
neutral,breathed
negative,j maston caught metal hook holding one rings bound telescope together uttering fearful cries
neutral,belfast called
negative,help brought tackle let hoisted without trouble imprudent secretary gun club
positive,reappeared upper orifice without hurt
negative,ah said broken mirror would paid replied belfast severely
negative,cursed projectile fallen asked j maston
negative,pacific let us go quarter hour two savants descending declivity rocky mountains two days time friends gun club arrived san francisco killed five horses road
neutral,elphinstone brothers blomsberry bilsby rushed toward arrival
neutral,shall exclaimed
neutral,must first invented made
negative,american engineers could troubled trifles
positive,grappling irons fixed help sure raise spite weight lessened density liquid plunged
neutral,fishing projectile thing thought
positive,must act promptly interest travelers
negative,one doubted still living
positive,yes repeated j maston incessantly whose confidence gained everybody friends clever people cannot fallen like simpletons
positive,alive quite alive must make haste wish find
negative,food water trouble enough long
positive,air air soon want quick quick go quick
neutral,fitted susquehanna new destination
positive,powerful machinery brought bear upon hauling chains
negative,aluminum projectile weighed 19 250 pounds weight inferior transatlantic cable drawn similar conditions
positive,difficulty fishing cylindro conical projectile walls smooth offer hold hooks
positive,account engineer murchison hastened san francisco enormous grappling irons fixed automatic system would never let projectile go succeeded seizing powerful claws
positive,diving dresses also prepared impervious covering allowed divers observe bottom sea
positive,also put board apparatus compressed air cleverly designed
positive,perfect chambers pierced scuttles water let certain compartments could draw great depths
positive,apparatuses san francisco used construction submarine breakwater fortunately time construct
positive,spite perfection machinery spite ingenuity savants entrusted use success operation far certain
positive,great chances projectile 20 000 feet water
negative,even brought surface would travelers borne terrible shock 20 000 feet water perhaps sufficiently broken
neutral,rate must act quickly
neutral,j maston hurried workmen day night
positive,ready diving dress try air apparatus order reconnoiter situation courageous friends
negative,spite diligence displayed preparing different engines spite considerable sum placed disposal gun club government union five long days five centuries
neutral,elapsed preparations complete
positive,time public opinion excited highest pitch
neutral,telegrams exchanged incessantly throughout entire world means wires electric cables
neutral,saving barbicane nicholl michel ardan international affair
positive,every one subscribed gun club directly interested welfare travelers
neutral,length hauling chains air chambers automatic grappling irons put board
negative,j maston engineer murchison delegates gun club already cabins
positive,start 21st december eight clock night corvette meeting beautiful sea northeasterly wind rather sharp cold
positive,whole population san francisco gathered quay greatly excited silent reserving hurrahs return
neutral,steam fully screw susquehanna carried briskly bay
neutral,needless relate conversations board officers sailors passengers
neutral,men one thought
neutral,hearts beat emotion
positive,hastening help barbicane companions
neutral,become
positive,able attempt bold maneuver regain liberty
neutral,none could say
negative,truth every attempt must failed
negative,immersed nearly four miles ocean metal prison defied every effort prisoners
negative,23rd inst eight morning rapid passage susquehanna due fatal spot
neutral,must wait till twelve take reckoning exactly
neutral,buoy sounding line lashed yet recognized
negative,twelve captain blomsberry assisted officers superintended observations took reckoning presence delegates gun club
negative,moment anxiety
negative,position decided susquehanna found minutes westward spot projectile disappeared beneath waves
positive,ship course changed reach exact point
positive,forty seven minutes past twelve reached buoy perfect condition must shifted little
neutral,last exclaimed j maston
neutral,shall begin asked captain blomsberry
positive,without losing second every precaution taken keep corvette almost completely motionless
neutral,trying seize projectile engineer murchison wanted find exact position bottom ocean
neutral,submarine apparatus destined expedition supplied air
negative,working engines without danger 20 000 feet surface water great pressure exposed fracture consequences would dreadful
neutral,j maston brothers blomsberry engineer murchison without heeding dangers took places air chamber
positive,commander posted bridge superintended operation ready stop haul chains slightest signal
positive,screw shipped whole power machinery collected capstan would quickly drawn apparatus board
negative,descent began twenty five minutes past one night chamber drawn reservoirs full water disappeared surface ocean
negative,emotion officers sailors board divided prisoners projectile prisoners submarine apparatus
positive,latter forgot glued windows scuttles attentively watched liquid mass passing
neutral,descent rapid
positive,seventeen minutes past two j maston companions reached bottom pacific saw nothing arid desert longer animated either fauna flora
positive,light lamps furnished powerful reflectors could see dark beds ocean considerable extent view projectile nowhere seen
positive,impatience bold divers cannot described electrical communication corvette made signal already agreed upon space mile susquehanna moved chamber along yards bottom
negative,thus explored whole submarine plain deceived every turn optical illusions almost broke hearts
negative,rock projection ground seemed much sought projectile mistake soon discovered despair
neutral,
negative,cried j maston
negative,poor man called loudly upon nicholl barbicane michel ardan unfortunate friends could either hear answer impenetrable medium
positive,search continued conditions vitiated air compelled divers ascend
neutral,hauling began six evening ended midnight
neutral,morrow said j maston set foot bridge corvette
positive,yes answered captain blomsberry
positive,another spot yes j maston doubt final success companions longer upheld excitement first hours understood difficulty enterprise
positive,seemed easy san francisco seemed wide ocean almost impossible
positive,chances success diminished rapid proportion chance alone meeting projectile might expected
negative,next day 24th spite fatigue previous day operation renewed
positive,corvette advanced minutes westward apparatus provided air bore explorers depths ocean
positive,whole day passed fruitless research bed sea desert
neutral,25th brought result 26th
neutral,disheartening
neutral,thought unfortunates shut projectile twenty six days
positive,perhaps moment experiencing first approach suffocation escaped dangers fall
positive,air spent doubtless air morale
positive,air possibly answered j maston resolutely morale never 28th two days search hope gone
neutral,projectile atom immensity ocean
neutral,must give idea finding
neutral,j maston would hear going away
negative,would abandon place without least discovering tomb friends
positive,commander blomsberry could longer persist spite exclamations worthy secretary obliged give order sail
neutral,29th december nine susquehanna heading northeast resumed course bay san francisco
negative,ten morning corvette half steam regretting leave spot catastrophe taken place sailor perched main top gallant crosstrees watching sea cried suddenly buoy lee bow officers looked direction indicated help glasses saw object signalled appearance one buoys used mark passages bays rivers
neutral,singularly say flag floating wind surmounted cone emerged five six feet water
neutral,buoy shone rays sun made plates silver
negative,commander blomsberry j maston delegates gun club mounted bridge examining object straying random waves
negative,looked feverish anxiety silence
