Label,StopwordRemovedSentence
positive,necessary completely conceal opening old outlet already walled partly hidden grass plants southern angle lake grant
neutral,nothing easier since level lake raised two three feet opening would quite beneath
neutral,raise level establish dam two openings made lake fed creek glycerine falls river
negative,colonists worked two dams besides exceed eight feet width three height rapidly erected means well cemented blocks stone
neutral,work finished would impossible guess part lake existed subterranean passage overflow lake formerly escaped
negative,course little stream fed reservoir granite house worked lift carefully preserved water could fail
positive,lift raised sure comfortable retreat would safe surprise
negative,work quickly done pencroft gideon spilett herbert found time make expedition port balloon sailor anxious know little creek bonadventure moored visited convicts
negative,gentlemen observed landed south coast followed shore feared may discovered little harbor case give half dollar bonadventure pencroft apprehensions without foundation visit port balloon appeared desirable
neutral,sailor companions set 10th november dinner well armed
positive,pencroft ostentatiously slipping two bullets barrel rifle shook head way betokened nothing good one approached near whether man beast said
neutral,gideon spilett herbert also took guns three clock three left granite house
positive,neb accompanied turn mercy crossed raised bridge
positive,agreed gunshot announce colonists return signal neb return reestablish communication two banks river
positive,little band advanced directly along road led southern coast island
neutral,distance three miles half gideon spilett companions took two hours traverse
negative,examined border road thick forest well tabor marsh
positive,found trace fugitives doubt yet discovered number colonists means defense disposal gained less accessible parts island
negative,arrived port balloon pencroft saw extreme satisfaction bonadventure tranquilly floating narrow creek
negative,however port balloon well hidden among high rocks could scarcely discovered either land sea
neutral,come said pencroft blackguards yet
positive,long grass suits reptiles best evidently shall find far west lucky found bonadventure added herbert would gone prevented returning tabor island indeed remarked reporter important take document make known situation lincoln island ayrton new residence case scotch yacht returns fetch well bonadventure always mr spilett answered sailor
positive,crew ready start moment notice think pencroft thing done exploration island finished
neutral,possible stranger manage find may know much tabor island lincoln island
positive,forget certainly author document may perhaps know far may count return yacht exclaimed pencroft world
neutral,fellow knows us know nothing
neutral,simple castaway conceal
positive,honest men suppose society honest men unpleasant one
neutral,come voluntarily
positive,leave island likes
neutral,still
positive,remain longer chatting thus pencroft gideon spilett herbert got board looked deck bonadventure sailor examined bitts cable anchor secured hallo cried queer matter pencroft asked reporter
positive,matter made knot pencroft showed rope fastened cable bitt
neutral,asked gideon spilett
neutral,
negative,swear
negative,reef knot always make running bowline must mistaken pencroft mistaken declared sailor
positive,hand naturally one hand never mistaken convicts board asked herbert
negative,know nothing answered pencroft certain one weighed bonadventure anchor dropped
neutral,look another proof
neutral,cable anchor run service longer hawse hole
neutral,repeat one using vessel convicts used would pillaged rather gone gone
neutral,tabor island replied pencroft
positive,think would risk boat small tonnage must besides sure know islet rejoined reporter
negative,however may said sailor sure name bonadventure pencroft vineyard bonadventure sailed without us sailor positive neither gideon spilett herbert could dispute statement
neutral,evident vessel moved less since pencroft brought port balloon
negative,sailor slightest doubt anchor raised dropped
neutral,use two maneuvers unless vessel employed expedition
negative,see bonadventure pass sight island observed reporter anxious bring forward every possible objection
positive,mr spilett replied sailor would start night good breeze would sight island two hours well resumed gideon spilett ask object could convicts using bonadventure made use brought back port mr spilett replied sailor must put among unaccountable things think anything
neutral,chief thing bonadventure
positive,unfortunately convicts take second time shall likely find place pencroft said herbert would wisest bring bonadventure granite house yes answered pencroft rather
negative,mouth mercy bad place vessel sea heavy hauling sand foot chimneys perhaps yes replied pencroft
positive,rate since must leave granite house long expedition think bonadventure safer absence shall best leave island rid blackguards exactly opinion said reporter
negative,rate event bad weather exposed would mouth mercy suppose convicts pay another visit said herbert
negative,well boy replied pencroft finding would long finding sands granite house absence nothing could hinder seizing
positive,agree therefore mr spilett must left port balloon
negative,return rid island rascals prudent bring boat granite house time need fear unpleasant visits settled
neutral,let us said reporter
positive,pencroft herbert gideon spilett return granite house told engineer passed latter approved arrangements present future
positive,also promised sailor would study part channel situated islet coast ascertain would possible make artificial harbor means dams
positive,way bonadventure would always within reach eyes colonists necessary lock key
neutral,evening telegram sent ayrton requesting bring corral couple goats neb wished acclimatize plateau
neutral,singularly enough ayrton acknowledge receipt despatch accustomed
neutral,could astonish engineer
neutral,might ayrton moment corral even way back granite house
neutral,fact two days already passed since departure decided evening 10th latest morning 11th return
positive,colonists waited therefore ayrton appear prospect heights
positive,neb herbert even watched bridge ready lower moment companion presented
neutral,ten evening signs ayrton
positive,therefore judged best send fresh despatch requiring immediate reply
neutral,bell telegraph granite house remained mute
positive,colonists uneasiness great
neutral,happened
neutral,ayrton longer corral still longer control movements
neutral,could go corral dark night
neutral,consulted
neutral,wished go others remain
negative,said herbert perhaps accident happened telegraphic apparatus works longer may said reporter
neutral,wait till morrow replied cyrus harding
negative,possible indeed ayrton received despatch even received waited course without anxiety
neutral,dawn day 11th november harding sent electric current along wire received reply
neutral,tried result
neutral,corral said
neutral,well armed added pencroft
negative,immediately decided granite house left alone neb remain
negative,accompanied friends creek glycerine raised bridge waiting behind tree watched return either companions ayrton
negative,event pirates presenting attempting force passage endeavor stop firing last resource take refuge granite house lift raised would safety
neutral,cyrus harding gideon spilett herbert pencroft repair corral find ayrton search neighboring woods
neutral,six clock morning engineer three companions passed creek glycerine neb posted behind small mound crowned several dragon trees left bank stream
positive,colonists leaving plateau prospect heights immediately took road corral
negative,shouldered guns ready fire slightest hostile demonstration
neutral,two rifles two guns loaded ball
negative,wood thick side road might easily concealed convicts owing weapons would really formidable
neutral,colonists walked rapidly silence
negative,top preceded sometimes running road sometimes taking ramble wood always quiet appearing fear anything unusual
positive,could sure faithful dog would allow surprised would bark least appearance danger
neutral,cyrus harding companions followed beside road wire connected corral granite house
negative,walking nearly two miles yet discovered explanation difficulty
positive,posts good order wire regularly extended
neutral,however moment engineer observed wire appeared slack arriving post
negative,74 herbert advance stopped exclaiming wire broken companions hurried forward arrived spot lad standing
neutral,post rooted lying across path
negative,unexpected explanation difficulty evident despatches granite house received corral corral granite house
neutral,wind blew post observed pencroft
neutral,replied gideon spilett
negative,earth dug round foot torn hand man besides wire broken added herbert showing wire snapped
neutral,fracture recent asked harding
positive,yes answered herbert certainly done quite lately corral
neutral,corral exclaimed sailor
neutral,colonists half way granite house corral still two miles half go
neutral,pressed forward redoubled speed
negative,indeed feared serious accident occurred corral
negative,doubt ayrton might sent telegram arrived reason companions uneasy unaccountable circumstance ayrton promised return evening reappeared
negative,short without motive communication stopped corral granite house convicts could interest interrupting communication
negative,settlers hastened hearts oppressed anxiety
positive,sincerely attached new companion
negative,find struck hands formerly leader
neutral,soon arrived place road led along side little stream flowed red creek watered meadows corral
negative,moderated pace breath moment struggle might necessary
positive,guns hands ready cocked
neutral,forest watched every side
positive,top uttered sullen groans rather ominous
neutral,last palisade appeared trees
negative,trace damage could seen
neutral,gate shut usual
neutral,deep silence reigned corral
neutral,neither accustomed bleating sheep ayrton voice could heard
neutral,let us enter said cyrus harding
positive,engineer advanced companions keeping watch twenty paces behind ready fire moment notice
positive,harding raised inner latch gate push back top barked loudly
negative,report sounded responded cry pain
negative,herbert struck bullet lay stretched ground
negative,killed cried
neutral,boy
negative,killed cyrus harding gideon spilett ran herbert
negative,reporter listened ascertain poor lad heart still beating
neutral,lives said must carried granite house
neutral,impossible replied engineer
neutral,corral said pencroft
neutral,moment said harding
neutral,ran round left corner palisade
neutral,found convict aiming sent ball hat
negative,seconds even time fire second barrel fell struck heart harding dagger sure even gun
negative,time gideon spilett sailor hoisted palisade leaped enclosure threw props supported inner door ran empty house soon poor herbert lying ayrton bed
neutral,moments harding side
negative,seeing herbert senseless sailor grief terrible
negative,sobbed cried tried beat head wall
positive,neither engineer reporter could calm
negative,choked emotion
neutral,could speak
negative,however knew depended rescue death poor boy suffering beneath eyes
neutral,gideon spilett passed many incidents life checkered without acquiring slight knowledge medicine
neutral,knew little everything several times obliged attend wounds produced either sword bayonet shot
neutral,assisted cyrus harding proceeded render aid herbert required
negative,reporter immediately struck complete stupor herbert lay stupor owing either hemorrhage shock ball struck bone sufficient force produce violent concussion
negative,herbert deadly pale pulse feeble spilett felt beat long intervals point stopping
negative,symptoms serious
neutral,herbert chest laid bare blood stanched handkerchiefs bathed cold water
neutral,contusion rather contused wound appeared oval chest third fourth ribs
neutral,herbert hit bullet
negative,cyrus harding gideon spilett turned poor boy uttered moan feeble almost thought last sigh
neutral,herberts back covered blood another contused wound ball immediately escaped
positive,god praised said reporter ball body shall extract heart asked harding
negative,heart touched herbert would dead dead exclaimed pencroft groan
neutral,sailor heard last words uttered reporter
neutral,pencroft replied cyrus harding
negative,dead
neutral,pulse still beats
negative,even uttered moan
positive,boy sake calm
positive,need self possession make us lose friend pencroft silent reaction set great tears rolled cheeks
neutral,meanwhile gideon spilett endeavored collect ideas proceed methodically
negative,examination doubt ball entering front seventh eighth ribs issued behind third fourth
neutral,mischief ball committed passage
positive,important organs reached
negative,professional surgeon would difficulty determining still reporter
negative,however knew one thing would prevent inflammatory strangulation injured parts contend local inflammation fever would result wound perhaps mortal
neutral,styptics antiphlogistics ought employed
negative,means could inflammation prevented
positive,rate important thing two wounds dressed without delay
positive,appear necessary gideon spilett fresh flow blood caused bathing tepid water compressing lips
negative,hemorrhage abundant herbert already much enfeebled loss blood
positive,reporter therefore thought best simply bathe two wounds cold water
neutral,herbert placed left side maintained position
neutral,must moved said gideon spilett
positive,favorable position wounds back chest suppurate easily absolute rest necessary
neutral,carry granite house asked pencroft
neutral,pencroft replied reporter
negative,pay villains cried sailor shaking fist menacing manner
neutral,pencroft said cyrus harding
neutral,gideon spilett resumed examination wounded boy
negative,herbert still frightfully pale reporter felt anxious
neutral,cyrus said surgeon
negative,terrible perplexity
positive,must aid advice experience take courage friend answered engineer pressing reporter hand
neutral,judge coolly
positive,think herbert must saved words restored gideon spilett self possession lost moment discouragement feeling great responsibility
neutral,seated close bed
neutral,cyrus harding stood near
negative,pencroft torn shirt mechanically making lint
negative,spilett explained cyrus harding thought ought first stop hemorrhage close two wounds cause immediate cicatrization internal perforation suppuration must allowed accumulate chest
positive,harding approved entirely decided two wounds dressed without attempting close immediate coaptation
neutral,colonists possess efficacious agent act inflammation might occur
positive,yes
positive,one nature generously lavished
negative,cold water say powerful sedative employed inflammation wounds efficacious therapeutic agent grave cases one adopted physicians
negative,cold water moreover advantage leaving wound absolute rest preserving premature dressing considerable advantage since found experience contact air dangerous first days
positive,gideon spilett cyrus harding reasoned thus simple good sense acted best surgeon would done
negative,compresses linen applied poor herbert two wounds kept constantly wet cold water
negative,sailor first lighted fire hut wanting things necessary life
positive,maple sugar medicinal plants lad gathered banks lake grant enabled make refreshing drinks gave without taking notice
negative,fever extremely high day night passed without becoming conscious
neutral,herbert life hung thread thread might break moment
positive,next day 12th november hopes harding companions slightly revived
neutral,herbert come long stupor
neutral,opened eyes recognized cyrus harding reporter pencroft
neutral,uttered two three words
neutral,know happened
positive,told spilett begged remain perfectly still telling life danger wounds would heal days
negative,however herbert scarcely suffered cold water constantly bathed prevented inflammation wounds
negative,suppuration established regular way fever increase might hoped terrible wound would involve catastrophe
neutral,pencroft felt swelling heart gradually subside
positive,like sister mercy like mother bed child
positive,herbert dozed sleep appeared natural
positive,tell hope mr spilett said pencroft
positive,tell save herbert yes save replied reporter
negative,wound serious perhaps even ball traversed lungs perforation organ fatal god bless answered pencroft
neutral,may believed four twenty hours corral colonists thought nursing herbert
negative,think either danger threatened convicts return precautions taken future
positive,day pencroft watched sick bed cyrus harding reporter consulted would best
neutral,first examined corral
neutral,trace ayrton
negative,unhappy man dragged away former accomplices
negative,resisted overcome struggle
neutral,last supposition probable
positive,gideon spilett moment scaled palisade clearly seen one convicts running along southern spur mount franklin towards top sprung
negative,one whose object completely defeated rocks mouth mercy
negative,besides one killed harding whose body found outside enclosure course belonged bob harvey crew
negative,corral suffered damage
neutral,gates closed animals able disperse forest
negative,could see traces struggle devastation either hut palisade
negative,ammunition ayrton supplied disappeared
negative,unhappy man surprised said harding man defend must overpowered yes feared said reporter
neutral,doubtless convicts installed corral found plenty everything fled saw us coming
negative,evident moment ayrton whether living dead shall beat forest said engineer rid island wretches
negative,pencroft presentiments mistaken wished hunt wild beasts
negative,would spared us misfortunes yes answered reporter right merciless rate said engineer obliged wait time remain corral carry herbert without danger granite house neb asked reporter
positive,neb safety uneasy absence would venture come must come returned cyrus harding quickly
negative,would murdered road probable however attempt rejoin us ah telegraph still acted might warned
neutral,impossible
negative,leaving pencroft herbert alone could
negative,well go alone granite house
negative,cyrus answered reporter must expose
positive,courage would avail
negative,villains evidently watching corral hidden thick woods surround go shall soon regret two misfortunes instead one neb repeated engineer
neutral,four twenty hours since news us
negative,sure come less guard added spilett killed really way warning engineer thought eyes fell top going backwards forwards seemed say top exclaimed cyrus harding
neutral,animal sprang master call
positive,yes top go said reporter understood engineer
positive,top go cannot
neutral,carry granite house news corral bring back us granite house quick said harding
neutral,quick spilett rapidly tore leaf note book wrote words herbert wounded
neutral,corral
neutral,guard
negative,leave granite house
neutral,convicts appeared neighborhood
positive,reply top laconic note contained neb ought know time asked colonists wished know
positive,folded fastened top collar conspicuous position
positive,top dog said engineer caressing animal neb top
neutral,neb
positive,go go top bounded words
neutral,understood knew expected
neutral,road corral familiar
positive,less hour could clear might hoped neither cyrus harding reporter could ventured without danger top running among grass wood would pass unperceived
neutral,engineer went gate corral opened
positive,neb top
neutral,neb repeated engineer pointing direction granite house
positive,top sprang forwards almost immediately disappeared
neutral,get said reporter
positive,yes come back faithful animal clock asked gideon spilett
neutral,ten hour may
neutral,watch return gate corral closed
neutral,engineer reporter entered house
neutral,herbert still sleep
neutral,pencroft kept compresses always wet
negative,spilett seeing nothing could moment busied preparing nourishment attentively watching part enclosure hill attack might expected
negative,settlers awaited top return much anxiety
negative,little eleven clock cyrus harding reporter rifle hand behind gate ready open first bark dog
positive,doubt top arrived safely granite house neb would sent back immediately
neutral,ten minutes report heard followed repeated barks
negative,engineer opened gate seeing smoke hundred feet wood fired direction
positive,almost immediately top bounded corral gate quickly shut
positive,top top exclaimed engineer taking dog great honest head hands
neutral,note fastened neck cyrus harding read words traced neb large writing pirates neighborhood granite house
neutral,stir
negative,nothing done treat wild beasts
positive,great precautions must taken wretches advantage side seeing seen able surprise suddenness attack yet surprised
neutral,harding made arrangements therefore living corral provisions would last tolerable length time
negative,ayrton house provided necessary existence convicts scared arrival settlers time pillage
positive,probable gideon spilett observed things occurred follows six convicts disembarking island followed southern shore traversed double shore serpentine peninsula inclined venture far west woods reached mouth falls river
positive,point following right bank watercourse would arrive spurs mount franklin among would naturally seek retreat could long discovering corral uninhabited
neutral,regularly installed awaiting moment put abominable schemes execution
positive,ayrton arrival surprised managed overpower unfortunate man rest may easily imagined
positive,convicts reduced five true well armed roaming woods venture expose attacks could neither guarded prevented
neutral,wait
neutral,nothing else done repeated cyrus harding
positive,herbert cured organize general battle island satisfaction convicts
positive,object grand expedition time search mysterious protector added gideon spilett finishing engineer sentence
positive,must acknowledged dear cyrus time protection wanting moment necessary us knows replied engineer
neutral,mean asked reporter
positive,end trouble yet dear spilett powerful intervention may another opportunity exercising
neutral,question
neutral,herbert life everything colonists saddest thought
negative,several days passed poor boy state happily worse
positive,cold water always kept suitable temperature completely prevented inflammation wounds
neutral,even seemed reporter water slightly sulphurous explained neighborhood volcano direct action healing
positive,suppuration much less abundant thanks incessant care surrounded herbert returned life fever abated
positive,besides subjected severe diet consequently weakness would extreme want refreshing drinks absolute rest greatest benefit
neutral,cyrus harding gideon spilett pencroft become skilful dressing lad wounds
neutral,linen house sacrificed
neutral,herbert wounds covered compresses lint pressed neither much little cause cicatrization without effecting inflammatory reaction
positive,reporter used extreme care dressing knowing well importance repeating companions surgeons willingly admit perhaps rarer see dressing well done operation well performed
positive,ten days 22nd november herbert considerably better
neutral,begun take nourishment
positive,color returning cheeks bright eyes smiled nurses
negative,talked little notwithstanding pencroft efforts talked incessantly prevent beginning speak told improbable stories
positive,herbert questioned subject ayrton astonished see near thinking corral
negative,sailor wishing distress herbert contented replying ayrton rejoined neb defend granite house
neutral,humph said pencroft pirates
neutral,gentlemen right consideration
positive,captain wanted win kindness
positive,send kindness shape good bullet seen asked herbert
negative,boy answered sailor shall find cured shall see cowards strike us behind dare meet us face face still weak poor pencroft well
positive,strength return gradually
neutral,ball chest
negative,nothing joke
positive,seen many think much last things appeared going well complication occurred herbert recovery might regarded certain
negative,would condition colonists state aggravated example ball remained body arm leg amputated
positive,said spilett never thought contingency without shuddering yet necessary operate said harding one day would hesitated cyrus said gideon spilett thank god spared complication many conjectures colonists appealed logic simple good sense made use often thanks general knowledge succeeded
neutral,might time come science would fault
negative,alone island
neutral,men states society necessary
negative,cyrus harding knew well sometimes asked circumstance might occur would powerless surmount
positive,appeared besides companions till fortunate entered unlucky period
negative,two years half elapsed since escape richmond might said everything way
positive,island abundantly supplied minerals vegetables animals nature constantly loaded science known take advantage offered
neutral,wellbeing colony therefore complete
positive,moreover certain occurrences inexplicable influence come aid
neutral,could time
neutral,short cyrus harding believed fortune turned
negative,fact convicts ship appeared waters island pirates speak miraculously destroyed six least escaped catastrophe
positive,disembarked island almost impossible get five survived
negative,ayrton doubt murdered wretches possessed firearms first use made herbert fallen wounded almost mortally
positive,first blows aimed adverse fortune colonists
neutral,often asked harding
negative,often repeated reporter appeared also intervention strange yet efficacious till served well failed
negative,mysterious whatever whose existence could denied abandoned island
neutral,turn succumbed
neutral,reply possible questions
negative,must imagined harding companions spoke things men despair
neutral,far
negative,looked situation face analyzed chances prepared event stood firm straight future adversity last strike would find men prepared struggle
positive,one thing desired state would allow brought granite house
positive,however well built supplied corral house could comfortable healthy granite dwelling
negative,besides offer security tenants notwithstanding watchfulness always fear shot convicts
negative,contrary middle impregnable inaccessible cliff would nothing fear attack persons would certainly fail
negative,therefore waited impatiently moment herbert might moved without danger wound determined make move although communication jacamar wood difficult
negative,news neb uneasy account
positive,courageous negro well entrenched depths granite house would allow surprised
positive,top sent appeared useless expose faithful dog shot might deprive settlers useful auxiliary
negative,waited therefore although anxious reunited granite house
positive,pained engineer see forces divided gave great advantage pirates
positive,since ayrton disappearance four five herbert could yet counted least care brave boy well understood trouble cause
neutral,question knowing condition act pirates thoroughly discussed 29th november cyrus harding gideon spilett pencroft moment herbert asleep could hear
positive,friends said reporter talked neb impossibility communicating think like venture road corral would risk receiving gunshot without able return
positive,think best thing done openly give chase wretches thinking answered pencroft
negative,believe fellows afraid bullet captain harding approves ready dash forest
neutral,hang one man equal another equal five asked engineer
positive,join pencroft said reporter us well armed accompanied top dear spilett pencroft answered harding let us reason coolly
negative,convicts hid one spot island knew spot dislodge would undertake direct attack occasion fear contrary sure fire first shot well captain cried pencroft bullet always reach mark struck herbert miss pencroft replied engineer
negative,besides observe left corral remain alone defend
negative,imagine convicts see leave allow enter forest attack absence knowing one wounded boy man right captain replied pencroft chest swelling sullen anger
positive,right retake corral know well stored alone could hold oh granite house granite house answered engineer case would different
negative,afraid leave herbert one three went search forests island
positive,corral best stay leave together cyrus harding reasoning unanswerable companions understood well
neutral,ayrton still one us said gideon spilett
negative,poor fellow
negative,return social life short duration dead added pencroft peculiar tone
negative,hope pencroft villains spared asked gideon spilett
positive,yes interest
negative,suppose ayrton finding old companions forgetting owes us knows answered sailor hazard shameful supposition without hesitating
negative,pencroft said harding taking sailor arm wicked idea distress much persist speaking thus
neutral,answer ayrton fidelity also added reporter quickly
negative,yes yes captain wrong replied pencroft wicked idea indeed nothing justifies
neutral,
neutral,senses
positive,imprisonment corral wearies horribly never felt excited
neutral,patient pencroft replied engineer
negative,long dear spilett think herbert may carried granite house difficult say cyrus answered reporter imprudence might involve terrible consequences
positive,convalescence progressing continues gain strength eight days well shall see eight days
neutral,would put return granite house first days december
neutral,time two months spring already passed
positive,weather fine heat began great
neutral,forests island full leaf time approaching usual crops ought gathered
neutral,return plateau prospect heights would therefore followed extensive agricultural labors interrupted projected expedition island
neutral,therefore well understood injurious seclusion corral must colonists
positive,compelled bow necessity without impatience
neutral,twice reporter ventured road made tour palisade
negative,top accompanied gideon spilett gun cocked ready emergency
negative,met misadventure found suspicious traces
negative,dog would warned danger top bark might concluded nothing fear moment least convicts occupied another part island
positive,however second sortie 27th november gideon spilett ventured quarter mile woods towards south mountain remarked top scented something
negative,dog longer unconcerned manner went backwards forwards ferreting among grass bushes smell revealed suspicious object
positive,gideon spilett followed top encouraged excited voice keeping sharp look gun ready fire sheltering behind trees
negative,probable top scented presence man case would announced half uttered sullen angry barks
negative,growl danger neither near approaching
positive,nearly five minutes passed thus top rummaging reporter following prudently dog rushed towards thick bush drew rag
negative,piece cloth stained torn spilett immediately brought back corral
neutral,examined colonists found fragment ayrton waistcoat piece felt manufactured solely granite house factory
negative,see pencroft observed harding resistance part unfortunate ayrton
negative,convicts dragged away spite
negative,still doubt honesty captain answered sailor repented suspicion long time ago
neutral,seems something may learned incident asked reporter
negative,ayrton killed corral
negative,dragged away living since resisted
positive,therefore perhaps still living perhaps indeed replied engineer remained thoughtful
positive,hope ayrton companions could still hold
negative,indeed believed surprised corral ayrton fallen bullet herbert fallen
negative,convicts killed first brought living another part island might admitted still prisoner
neutral,perhaps even one found ayrton old australian companion ben joyce chief escaped convicts
positive,knows conceived impossible hope bringing back ayrton
positive,would useful able make turn traitor
positive,incident therefore favorably interpreted corral longer appeared impossible find ayrton
negative,side prisoner ayrton would doubt could escape hands villains would powerful aid settlers
positive,rate observed gideon spilett happily ayrton manage escape would go directly granite house could know attempted assassination herbert victim consequently would never think imprisoned corral oh
negative,wish granite house cried pencroft
neutral,although rascals nothing house may plunder plateau plantations poultry yard pencroft become thorough farmer heartily attached crops
negative,must said herbert anxious return granite house knew much presence settlers needed
neutral,keeping corral
negative,therefore one idea occupied mind leave corral
neutral,believed could bear removal granite house
positive,sure strength would return quickly room air sight sea
positive,several times pressed gideon spilett latter fearing good reason herbert wounds half healed might reopen way give order start
negative,however something occurred compelled cyrus harding two friends yield lad wish god alone knew determination might cause grief remorse
neutral,29th november seven clock evening
positive,three settlers talking herbert room heard top utter quick barks
neutral,harding pencroft spilett seized guns ran house
positive,top foot palisade jumping barking pleasure anger
negative,one coming yes enemy neb perhaps ayrton words hardly exchanged engineer two companions body leaped palisade fell ground inside corral
positive,jup master jup person top immediately gave cordial reception
neutral,jup exclaimed pencroft
neutral,neb sent us said reporter
neutral,replied engineer must note pencroft rushed orang
positive,certainly neb important matter communicate master could employ sure rapid messenger could pass neither colonists could even top
negative,cyrus harding mistaken
negative,jup neck hung small bag bag found little note traced neb hand
negative,despair harding companions may imagined read words friday six clock morning
neutral,plateau invaded convicts
neutral,neb gazed without uttering word entered house
neutral,
positive,convicts prospect heights
negative,disaster devastation ruin
negative,herbert seeing engineer reporter pencroft enter guessed situation aggravated saw jup longer doubted misfortune menaced granite house
neutral,captain harding said must go bear journey
neutral,must go gideon spilett approached herbert looked let us go said
neutral,question quickly decided whether herbert carried litter cart brought ayrton corral
positive,motion litter would easy wounded lad would necessitated two bearers say would two guns less defense attack made road
positive,would contrary employing cart leave every arm free
negative,impossible place mattress herbert lying advance much care jolt avoided
neutral,could done
neutral,cart brought
neutral,pencroft harnessed onager
neutral,cyrus harding reporter raised herbert mattress placed bottom cart
positive,weather fine
positive,sun bright rays glanced trees
positive,guns ready asked cyrus harding
neutral,
negative,engineer pencroft armed double barreled gun gideon spilett carrying rifle nothing start
positive,comfortable herbert asked engineer
negative,ah captain replied lad uneasy shall die road speaking thus could seen poor boy called energy energy powerful collected failing strength
negative,engineer felt heart sink painfully
negative,still hesitated give signal departure would driven herbert despair killed perhaps
neutral,forward said harding
neutral,gate corral opened
positive,jup top knew silent ran advance
positive,cart came gate reclosed onager led pencroft advanced slow pace
positive,certainly would safer taken different road led straight corral granite house cart would met great difficulties moving trees
neutral,necessary therefore follow way although well known convicts
negative,cyrus harding gideon spilett walked one side cart ready answer attack
positive,however probable convicts would yet left plateau prospect heights
neutral,neb note evidently written sent soon convicts shown
positive,note dated six clock morning active orang accustomed come frequently corral taken scarcely three quarters hour cross five miles separated granite house
positive,would therefore safe time occasion firing would probably neighborhood granite house
neutral,however colonists kept strict watch
negative,top jup latter armed club sometimes front sometimes beating wood sides road signalized danger
positive,cart advanced slowly pencroft guidance
neutral,left corral half past seven
positive,hour four five miles cleared without incident occurred
positive,road deserted part jacamar wood lay mercy lake
negative,occasion warning
neutral,wood appeared deserted day colonists first landed island
neutral,approached plateau
neutral,another mile would see bridge creek glycerine
negative,cyrus harding expected find place supposing convicts would crossed passed one streams enclosed plateau would taken precaution lower keep open retreat
neutral,length opening trees allowed sea horizon seen
positive,cart continued progress one defenders thought abandoning
negative,moment pencroft stopped onager hoarse voice oh
neutral,villains exclaimed
neutral,pointed thick smoke rising mill sheds buildings poultry yard
neutral,man moving midst smoke
neutral,neb
neutral,companions uttered shout
neutral,heard ran meet
negative,convicts left plateau nearly half hour devastated
neutral,mr herbert asked neb
neutral,gideon spilett returned cart
negative,herbert lost consciousness
neutral,herbert critical state outweighed considerations
negative,would removal prove fatal causing internal injury
neutral,reporter could affirm companions almost despaired result
neutral,cart brought bend river
neutral,branches disposed liner received mattress lay unconscious herbert
positive,ten minutes cyrus harding spilett pencroft foot cliff leaving neb take cart plateau prospect heights
neutral,lift put motion herbert soon stretched bed granite house
positive,cares lavished bring back life
positive,smiled moment finding room could scarcely even murmur words great weakness
neutral,gideon spilett examined wounds
neutral,feared find reopened imperfectly healed
neutral,nothing sort
neutral,whence came prostration
negative,herbert much worse
positive,lad fell kind feverish sleep reporter pencroft remained near bed
neutral,time harding told neb happened corral neb recounted master events plateau theater
neutral,preceding night convicts appeared edge forest approaches creek glycerine
negative,neb watching near poultry yard hesitated fire one pirates cross stream darkness could tell whether man hit
negative,rate enough frighten away band neb time get granite house least safety
neutral,
negative,prevent devastations convicts threatened plateau
negative,neb means warn master
neutral,besides situation inhabitants corral
neutral,cyrus harding companions left 11th november 29th
negative,therefore nineteen days since neb news brought top disastrous news ayrton disappeared herbert severely wounded engineer reporter sailor imprisoned corral
neutral,
negative,asked poor neb
negative,personally nothing fear convicts could reach granite house
positive,buildings plantations arrangements mercy pirates
positive,would best let cyrus harding judge ought warn least danger threatened
neutral,neb thought employing jup confiding note
positive,knew orang great intelligence often put proof
neutral,jup understood word corral frequently pronounced may remembered often driven cart thither company pencroft
neutral,day yet dawned
positive,active orang would know pass unperceived woods convicts besides would think native
negative,neb hesitate
neutral,wrote note tied jup neck brought ape door granite house let long cord ground several times repeated words jup jup
positive,corral corral creature understood seized cord glided rapidly beach disappeared darkness without convicts attention least excited
positive,well neb said harding perhaps warning us would done still better speaking thus cyrus harding thought herbert whose recovery removal seriously checked
neutral,neb ended account
neutral,convicts appeared beach
positive,knowing number island inhabitants might suppose granite house defended large party
negative,must remembered attack brig numerous shot fired lower upper rocks doubt wish expose
negative,plateau prospect heights open covered fire granite house
negative,gave therefore instinct destruction plundering burning devastating everything retiring half hour arrival colonists believed still confined corral
negative,retreat neb hurried
negative,climbed plateau risk perceived fired tried extinguish fire consuming buildings poultry yard struggled though vain cart appeared edge wood
negative,serious events
positive,presence convicts constituted permanent source danger settlers lincoln island happy might expect still greater misfortunes
negative,spilett remained granite house herbert pencroft cyrus harding accompanied neb proceeded judge extent disaster
positive,fortunate convicts advanced foot granite house
negative,workshop chimneys would case escaped destruction
negative,evil would easily reparable ruins accumulated plateau prospect heights
neutral,harding neb proceeded towards mercy ascended left bank without meeting trace convicts side river depths wood could perceive suspicious indications
negative,besides might supposed probability either convicts knew return settlers granite house seen pass road corral devastation plateau penetrated jacamar wood following course mercy thus ignorant return
negative,former case must returned towards corral without defenders contained valuable stores
negative,latter must regained encampment would wait opportunity recommence attack
negative,therefore possible prevent enterprise clear island rendered difficult reason herbert condition
negative,indeed whole force would barely sufficient cope convicts one could leave granite house
neutral,engineer neb arrived plateau
neutral,desolation reigned everywhere
neutral,fields trampled ears wheat nearly full grown lay ground
negative,plantations suffered less
negative,kitchen garden destroyed
