Label,StopwordRemovedSentence
positive,hiding nicholl said michel ardan courteous
positive,ought always treat adversary respect rest assureed barbicane still alive shall find easily like amusing freeing oppressed birds must looking
negative,found michel ardan tells duel president barbicane gravely replied nicholl rivalry death one us pooh pooh said ardan
positive,brave fellows like indeed
negative,shall fight fight sir captain said j maston much feeling friend president alter ego second self really must kill one shoot well sir nicholl replied seizing rifle convulsively jokes friend maston joking replied ardan
positive,fully understand idea killed order save friend
neutral,neither barbicane fall balls captain nicholl
positive,indeed attractive proposal make two rivals eager accept asked nicholl manifest incredulity
neutral,patience exclaimed ardan
negative,reveal presence barbicane let us go search cried captain
positive,three men started captain discharged rifle threw shoulder advanced silence
negative,another half hour passed pursuit still fruitless
negative,maston oppressed sinister forebodings
negative,looked fiercely nicholl asking whether captain vengeance already satisfied unfortunate barbicane shot perhaps lying dead bloody track
neutral,thought seemed occur ardan casting inquiring glances nicholl suddenly maston paused
neutral,motionless figure man leaning gigantic catalpa twenty feet appeared half veiled foliage
neutral,said maston
neutral,barbicane never moved
neutral,ardan looked captain wince
negative,ardan went forward crying barbicane
neutral,barbicane answer
positive,ardan rushed toward friend act seizing arms stopped short uttered cry surprise
neutral,barbicane pencil hand tracing geometrical figures memorandum book unloaded rifle lay beside ground
negative,absorbed studies barbicane turn forgetful duel seen heard nothing
neutral,ardan took hand looked stared visitor astonishment
negative,ah cried last
positive,found friend found plan plan plan countering effect shock departure projectile indeed said michel ardan looking captain corner eye
positive,yes
neutral,water
neutral,simply water act spring ah
negative,maston cried barbicane also replied ardan permit introduce time worthy captain nicholl nicholl cried barbicane jumped
positive,pardon captain quite forgotten ready michel ardan interfered without giving two enemies time say anything
positive,thank heaven said
positive,happy thing brave men like two meet sooner
negative,mourning one
positive,thanks providence interfered cause alarm
negative,one forgets one anger mechanics cobwebs sign anger dangerous michel ardan told president captain found occupied
positive,put said conclusion two good fellows made purpose smash skulls shot situation somewhat ridiculous something quite unexpected michel ardan saw determined effect reconciliation
positive,good friends said bewitching smile nothing misunderstanding
neutral,nothing
neutral,well
positive,prove accept frankly proposal going make make said nicholl
positive,friend barbicane believes projectile go straight moon yes certainly replied president
positive,friend nicholl persuaded fall back upon earth certain cried captain
positive,good said ardan
negative,cannot pretend make agree suggest go see whether stopped journey exclaimed j maston stupefied
neutral,two rivals sudden proposal looked steadily
neutral,barbicane waited captain answer
neutral,nicholl watched decision president
neutral,well said michel
negative,fear shock done cried barbicane
neutral,quickly pronounced word nicholl
positive,hurrah
neutral,bravo
neutral,hip
neutral,hip
positive,hurrah cried michel giving hand late adversaries
positive,settled friends allow treat french fashion
neutral,day forth michel ardan one moment rest
negative,deputations corners union harassed without cessation intermission
positive,compelled receive whether would
positive,many hands shook many people hail fellow well met impossible guess
positive,triumphal result would intoxicated man managed keep state delightful semi tipsiness
negative,among deputations kinds assailed lunatics careful forget owed future conqueror moon
negative,one day certain poor people numerous america came call upon requested permission return native country
positive,singular hallucination said barbicane dismissed deputation promises convey numbers messages friends moon
positive,believe influence moon upon distempers scarcely despite remarkable recorded facts history
negative,instance epidemic 1693 large number persons died moment eclipse
positive,celebrated bacon always fainted eclipse
negative,charles vi relapsed six times madness year 1399 sometimes new sometimes full moon
negative,gall observed insane persons underwent accession disorder twice every month epochs new full moon
neutral,fact numerous observations made upon fevers somnambulisms human maladies seem prove moon exercise mysterious influence upon man wherefore asked barbicane
positive,well give answer arago borrowed plutarch nineteen centuries old
positive,perhaps stories true height triumph michel ardan encounter annoyances incidental man celebrity
neutral,managers entertainments wanted exhibit
positive,barnum offered million dollars make tour united states show
neutral,photographs sold size portrait taken every imaginable posture
neutral,half million copies disposed incredibly short space time
neutral,men paid homage women well
positive,might married well hundred times willing settle life
neutral,old maids particular forty years upward dry proportion devoured photographs day night
negative,would married hundreds even imposed upon condition accompanying space
neutral,however intention transplanting race franco americans upon surface moon
neutral,therefore declined offers
positive,soon could withdraw somewhat embarrassing demonstrations went accompanied friends pay visit columbiad
positive,highly gratified inspection made descent bottom tube gigantic machine presently launch regions moon
neutral,necessary mention proposal j maston
positive,secretary gun club found barbicane nicholl accepted proposal michel ardan determined join make one smug party four
positive,one day determined admitted one travelers
negative,barbicane pained refuse gave clearly understand projectile could possibly contain many passengers
negative,maston despair went search michel ardan counseled resign situation adding one two arguments ad hominem
negative,see old fellow said must take say bad part really incomplete condition appear moon incomplete shrieked valiant invalid
positive,yes dear fellow
neutral,imagine meeting inhabitants
neutral,would like give melancholy notion goes
positive,teach war inform employ time chiefly devouring smashing arms legs globe capable supporting hundred billions inhabitants actually contain nearly two hundred millions
positive,worthy friend turn doors still arrive pieces incomplete unquestionably replied michel ardan shall fact preparatory experiment tried 18th october yielded best results caused well grounded hopes success
neutral,barbicane desirous obtaining notion effect shock moment projectile departure procured 38 inch mortar arsenal pensacola
negative,placed bank hillisborough roads order shell might fall back sea shock thereby destroyed
negative,object ascertain extent shock departure return
positive,hollow projectile prepared curious experiment
positive,thick padding fastened upon kind elastic network made best steel lined inside walls
positive,veritable nest carefully wadded
negative,pity find room said j maston regretting height allow trying adventure
positive,within shell shut large cat squirrel belonging j maston particularly fond
positive,desirous however ascertaining little animal least others subject giddiness would endure experimental voyage
negative,mortar charged 160 pounds powder shell placed chamber
positive,fired projectile rose great velocity described majestic parabola attained height thousand feet graceful curve descended midst vessels lay anchor
positive,without moment loss time small boat put direction fall divers plunged water attached ropes handles shell quickly dragged board
negative,five minutes elapse moment enclosing animals unscrewing coverlid prison
positive,ardan barbicane maston nicholl present board boat assisted operation interest may readily comprehended
neutral,hardly shell opened cat leaped slightly bruised full life exhibiting signs whatever made aerial expedition
neutral,trace however squirrel could discovered
positive,truth last became apparent cat eaten fellow traveler
negative,j maston grieved much loss poor squirrel proposed add case martyrs science
negative,experiment hesitation fear disappeared
positive,besides barbicane plans would ensure greater perfection projectile go far annihilate altogether effects shock
neutral,nothing remained go
positive,two days later michel ardan received message president united states honor showed especially sensible
neutral,new plans sent breadwill co albany request speedy execution
negative,projectile consequently cast 2nd november immediately forwarded eastern railway stones hill reached without accident 10th month michel ardan barbicane nicholl waiting impatiently
positive,projectile filled depth three feet bed water intended support water tight wooden disc worked easily within walls projectile
positive,upon kind raft travelers take place
negative,body water divided horizontal partitions shock departure would break succession
positive,sheet water lowest highest running escape tubes toward top projectile constituted kind spring wooden disc supplied extremely powerful plugs could strike lowest plate except breaking successively different partitions
negative,undoubtedly travelers would still encounter violent recoil complete escapement water first shock would almost entirely destroyed powerful spring
negative,upper parts walls lined thick padding leather fastened upon springs best steel behind escape tubes completely concealed thus imaginable precautions taken averting first shock get crushed must michel ardan said made bad materials
neutral,entrance metallic tower narrow aperture contrived wall cone
positive,hermetically closed plate aluminum fastened internally powerful screw pressure
positive,travelers could therefore quit prison pleasure soon reach moon
positive,light view given means four thick lenticular glass scuttles two pierced circular wall third bottom fourth top
positive,scuttles protected shock departure plates let solid grooves could easily opened outward unscrewing inside
negative,reservoirs firmly fixed contained water necessary provisions fire light procurable means gas contained special reservoir pressure several atmospheres
positive,turn tap six hours gas would light warm comfortable vehicle
neutral,remained question air allowing consumption air barbicane two companions two dogs proposed taking necessary renew air projectile
neutral,air consists principally twenty one parts oxygen seventy nine nitrogen
positive,lungs absorb oxygen indispensable support life reject nitrogen
negative,air expired loses nearly five per cent
neutral,former contains nearly equal volume carbonic acid produced combustion elements blood
negative,air tight enclosure certain time oxygen air replaced carbonic acid gas fatal life
negative,two things done first replace absorbed oxygen secondly destroy expired carbonic acid easy enough means chlorate potassium caustic potash
neutral,former salt appears form white crystals raised temperature 400 degrees transformed chlorure potassium oxygen contains entirely liberated
neutral,twenty eight pounds chlorate potassium produces seven pounds oxygen 2 400 litres quantity necessary travelers twenty four hours
positive,caustic potash great affinity carbonic acid sufficient shake order seize upon acid form bicarbonate potassium
positive,two means would enabled restore vitiated air life supporting properties
neutral,necessary however add experiments hitherto made anima vili
negative,whatever scientific accuracy present ignorant would answer human beings
positive,honor putting proof energetically claimed j maston
positive,since go said brave artillerist may least live week projectile would hard refuse consented wish
neutral,sufficient quantity chlorate potassium caustic potash placed disposal together provisions eight days
negative,shaken hands friends 12th november six clock strictly informing open prison 20th six clock p slid projectile plate hermetically sealed
neutral,week
neutral,could get information
positive,thickness walls projectile prevented sound reaching inside outside
neutral,20th november six p exactly plate opened
positive,friends j maston along state much anxiety promptly reassured hearing jolly voice shouting boisterous hurrah
positive,presently afterward secretary gun club appeared top cone triumphant attitude
neutral,grown fat
neutral,instrument designed purpose rendering visible surface moon object exceeding nine feet diameter
positive,period gun club essayed great experiment instruments reached high degree perfection produced magnificent results
positive,two telescopes particular time possessed remarkable power gigantic dimensions
neutral,first constructed herschel thirty six feet length object glass four feet six inches possessed magnifying power 6 000
neutral,second raised ireland parsonstown park belongs lord rosse
neutral,length tube forty eight feet diameter object glass six feet magnifies 6 400 times required immense erection brick work masonry purpose working weight twelve half tons
neutral,still despite colossal dimensions actual enlargements scarcely exceeded 6 000 times round numbers consequently moon brought within nearer apparent distance thirty nine miles objects less sixty feet diameter unless considerable length still imperceptible
neutral,present case dealing projectile nine feet diameter fifteen feet long became necessary bring moon within apparent distance five miles purpose establish magnifying power 48 000 times
negative,question proposed observatory cambridge lack funds difficulty purely one construction
positive,considerable discussion best form principle proposed instrument work finally commenced
neutral,according calculations observatory cambridge tube new reflector would require 280 feet length object glass sixteen feet diameter
neutral,colossal dimensions may appear diminutive comparison 10 000 foot telescope proposed astronomer hooke years ago
positive,regarding choice locality matter promptly determined
positive,object select lofty mountain many united states
positive,fact two chains moderate elevation runs magnificent mississippi king rivers republican yankees delight call
positive,eastwards rise appalachians highest point new hampshire exceed moderate altitude 5 600 feet
positive,west however rise rocky mountains immense range commencing straights magellan follows western coast southern america name andes cordilleras crosses isthmus panama runs whole north america borders polar sea
neutral,highest elevation range still exceed 10 700 feet
positive,elevation nevertheless gun club compelled content inasmuch determined telescope columbiad erected within limits union
neutral,necessary apparatus consequently sent summit long peak territory missouri
positive,neither pen language describe difficulties kinds american engineers surmount prodigies daring skill accomplished
negative,raise enormous stones massive pieces wrought iron heavy corner clamps huge portions cylinder object glass weighing nearly 30 000 pounds line perpetual snow 10 000 feet height crossing desert prairies impenetrable forests fearful rapids far centers population midst savage regions every detail life becomes almost insoluble problem
negative,yet notwithstanding innumerable obstacles american genius triumphed
positive,less year commencement works toward close september gigantic reflector rose air height 280 feet
positive,raised means enormous iron crane ingenious mechanism allowed easily worked toward points heavens follow stars one horizon journey heavens
neutral,cost 400 000
negative,first time directed toward moon observers evinced curiosity anxiety
neutral,discover field telescope magnified objects 48 000 times
neutral,would perceive peoples herds lunar animals towns lakes seas
neutral,
neutral,nothing science already discovered
neutral,points disc volcanic nature moon became determinable utmost precision
negative,telescope rocky mountains duty gun club rendered immense services astronomy
positive,thanks penetrative power depths heavens sounded utmost extent apparent diameter great number stars accurately measured mr clark cambridge staff resolved crab nebula taurus reflector lord rosse never able decompose
positive,one operation alone remained accomplished bring happy termination operation delicate perilous requiring infinite precautions success captain nicholl laid third bet
negative,fact nothing less loading columbiad introduction 400 000 pounds gun cotton
negative,nicholl thought perhaps without reason handling formidable quantities pyroxyle would probability involve grave catastrophe rate immense mass eminently inflammable matter would inevitably ignite submitted pressure projectile
positive,indeed dangers accruing carelessness americans barbicane set heart success took possible precautions
positive,first place careful transportation gun cotton stones hill
positive,conveyed small quantities carefully packed sealed cases
neutral,brought rail tampa town camp thence taken columbiad barefooted workmen deposited places means cranes placed orifice cannon
negative,steam engine permitted work every fire extinguished within two miles works
negative,even november feared work day lest sun rays acting gun cotton might lead unhappy results
positive,led working night light produced vacuum means ruhmkorff apparatus threw artificial brightness depths columbiad
neutral,cartridges arranged utmost regularity connected metallic thread destined communicate simultaneously electric spark means mass gun cotton eventually ignited
neutral,28th november eight hundred cartridges placed bottom columbiad
positive,far operation successful
negative,confusion anxieties struggles undergone president barbicane
negative,vain refused admission stones hill every day inquisitive neighbors scaled palisades even carrying imprudence point smoking surrounded bales gun cotton
negative,barbicane perpetual state alarm
positive,j maston seconded best ability giving vigorous chase intruders carefully picking still lighted cigar ends yankees threw
negative,somewhat difficult task
neutral,seeing 300 000 persons gathered round enclosure
negative,michel ardan volunteered superintend transport cartridges mouth columbiad president surprised enormous cigar mouth hunting rash spectators offered dangerous example saw could trust fearless smoker therefore obliged mount special guard
positive,last providence propitious wonderful loading came happy termination captain nicholl third bet thus lost
negative,remained introduce projectile columbiad place soft bed gun cotton
positive,things necessary journey carefully arranged projectile vehicle
positive,necessaries numerous ardan allowed follow wishes would space remaining travelers
positive,impossible conceive half things charming frenchman wished convey moon
negative,veritable stock useless trifles
negative,barbicane interfered refused admission anything absolutely needed
neutral,several thermometers barometers telescopes packed instrument case
positive,travelers desirous examing moon carefully voyage order facilitate studies took boeer moeller excellent mappa selenographica masterpiece patience observation hoped would enable identify physical features moon acquainted
neutral,map reproduced scrupulous fidelity smallest details lunar surface faces earth mountains valleys craters peaks ridges represented exact dimensions relative positions names mountains doerfel leibnitz eastern side disc mare frigoris north pole
neutral,took also three rifles three fowling pieces large quantity balls shot powder
neutral,cannot tell shall deal said michel ardan
neutral,men beasts may possibly object visit
positive,wise take precautions defensive weapons accompanied pickaxes crowbars saws useful implements mention clothing adapted every temperature polar regions torrid zone
neutral,ardan wished convey number animals different sorts indeed pair every known species could see necessity acclimatizing serpents tigers alligators noxious beasts moon
positive,nevertheless said barbicane valuable useful beasts bullocks cows horses donkeys would bear journey well would also useful us dare say dear ardan replied president projectile vehicle noah ark differs dimensions object
negative,let us confine possibilities prolonged discussion agreed travelers restrict sporting dog belonging nicholl large newfoundland
neutral,several packets seeds also included among necessaries
negative,michel ardan indeed anxious add sacks full earth sow took dozen shrubs carefully wrapped straw plant moon
positive,important question provisions still remained necessary provide possibility finding moon absolutely barren
positive,barbicane managed successfully supplied sufficient rations year
positive,consisted preserved meats vegetables reduced strong hydraulic pressure smallest possible dimensions
positive,also supplied brandy took water enough two months confident astronomical observations lack water moon surface
neutral,provisions doubtless inhabitants earth would find nourishment somewhere moon
positive,ardan never questioned indeed done would never undertaken journey
positive,besides said one day friends shall completely abandoned terrestrial friends take care forget us indeed replied j maston
neutral,nothing would simpler replied ardan columbiad always
neutral,well
positive,whenever moon favorable condition zenith perigee say year could send us shell packed provisions might expect appointed day hurrah
positive,hurrah cried j matson ingenious fellow
positive,splendid idea
positive,indeed good friends shall forget shall reckon upon
positive,see shall receive news regularly earth shall indeed stupid hit upon plan communicating good friends words inspired confidence michel ardan carried gun club enthusiasm
positive,said seemed simple easy sure success none could sordidly attached earth hesitate follow three travelers lunar expedition
positive,ready last remained place projectile columbiad operation abundantly accompanied dangers difficulties
neutral,enormous shell conveyed summit stones hill
positive,powerful cranes raised held suspended mouth cylinder
negative,fearful moment
neutral,chains break enormous weight
negative,sudden fall body would inevitably cause gun cotton explode
positive,fortunately happen hours later projectile vehicle descended gently heart cannon rested couch pyroxyle veritable bed explosive eider
negative,pressure result effectual ramming charge columbiad
negative,lost said captain forthwith paid president barbicane sum three thousand dollars
positive,barbicane wish accept money one fellow travelers gave way last determination nicholl wished leaving earth fulfill engagements
positive,said michel ardan one thing wish brave captain asked nicholl
neutral,may lose two bets
neutral,first december arrived
negative,fatal day
neutral,projectile discharged night 10h
neutral,48m
neutral,40s
neutral,p eighteen years must roll moon would present conditions zenith perigee
positive,weather magnificent
positive,despite approach winter sun shone brightly bathed radiant light earth three denizens abandon new world
negative,many persons lost rest night preceded long expected day
positive,hearts beat disquietude save heart michel ardan
positive,imperturbable personage came went habitual business like air nothing whatever denoted unusual matter preoccupied mind
positive,dawn innumerable multitude covered prairie extends far eye reach round stones hill
positive,every quarter hour railway brought fresh accessions sightseers according statement tampa town observer less five millions spectators thronged soil florida
neutral,whole month previously mass persons bivouacked round enclosure laid foundations town afterward called ardan town whole plain covered huts cottages tents
neutral,every nation sun represented every language might heard spoken time
positive,perfect babel enacted
neutral,various classes american society mingled together terms absolute equality
positive,bankers farmers sailors cotton planters brokers merchants watermen magistrates elbowed free easy way
negative,louisiana creoles fraternized farmers indiana kentucky tennessee gentlemen haughty virginians conversed trappers half savages lakes butchers cincinnati
positive,broad brimmed white hats panamas blue cotton trousers light colored stockings cambric frills displayed upon shirt fronts wristbands neckties upon every finger even upon ears wore assortment rings shirt pins brooches trinkets value equaled execrable taste
neutral,women children servants equally expensive dress surrounded husbands fathers masters resembled patriarchs tribes midst immense households
negative,meal times fell work upon dishes peculiar southern states consumed appetite threatened speedy exhaustion victualing powers florida fricasseed frogs stuffed monkey fish chowder underdone possum raccoon steaks
neutral,liquors accompanied indigestible repast
positive,shouts vociferations resounded bars taverns decorated glasses tankards bottles marvelous shape mortars pounding sugar bundles straws
negative,mint julep roars one barmen claret sangaree shouts another cocktail brandy smash real mint julep new style cries intermingled produced bewildering deafening hubbub
neutral,day 1st december sounds rare
neutral,one thought eating drinking four p vast numbers spectators even taken customary lunch
positive,still significant fact even national passion play seemed quelled time general excitement hour
negative,till nightfall dull noiseless agitation precedes great catastrophes ran anxious multitude
negative,indescribable uneasiness pervaded minds indefinable sensation oppressed heart
neutral,every one wished
neutral,however seven clock heavy silence dissipated
positive,moon rose horizon
positive,millions hurrahs hailed appearance
positive,punctual rendezvous shouts welcome greeted sides pale beams shone gracefully clear heavens
neutral,moment three intrepid travelers appeared
positive,signal renewed cries still greater intensity
positive,instantly vast assemblage one accord struck national hymn united states yankee doodle sung five million hearty throats rose like roaring tempest farthest limits atmosphere
neutral,profound silence reigned throughout crowd
neutral,frenchman two americans time entered enclosure reserved center multitude
negative,accompanied members gun club deputations sent european observatories
positive,barbicane cool collected giving final directions
neutral,nicholl compressed lips arms crossed behind back walked firm measured step
positive,michel ardan always easy dressed thorough traveler costume leathern gaiters legs pouch side loose velvet suit cigar mouth full inexhaustible gayety laughing joking playing pranks j maston
negative,one word thorough frenchman worse parisian last moment
negative,ten clock struck
neutral,moment arrived taking places projectile
positive,necessary operations descent subsequent removal cranes scaffolding inclined mouth columbiad required certain period time
negative,barbicane regulated chronometer tenth part second murchison engineer charged duty firing gun means electric spark
neutral,thus travelers enclosed within projectile enabled follow eyes impassive needle marked precise moment departure
positive,moment arrived saying good scene touching one
neutral,despite feverish gayety even michel ardan touched
positive,j maston found dry eyes one ancient tear doubtless reserved occasion
positive,dropped forehead dear president
neutral,go said still time impossible old fellow replied barbicane
negative,moments later three fellow travelers ensconced projectile screwed plate covered entrance aperture
neutral,mouth columbiad completely disencumbered open entirely sky
positive,moon advanced upward heaven purest clearness outshining passage twinkling light stars
neutral,passed constellation twins nearing halfway point horizon zenith
negative,terrible silence weighed upon entire scene
neutral,breath wind upon earth
neutral,sound breathing countless chests spectators
negative,hearts seemed afraid beat
neutral,eyes fixed upon yawning mouth columbiad
neutral,murchison followed eye hand chronometer
neutral,wanted scarce forty seconds moment departure second seemed last age
negative,twentieth general shudder occurred minds vast assemblage bold travelers shut within projectile also counting terrible seconds
negative,cries escaped crowd
neutral,thirty five thirty six thirty seven thirty eight thirty nine forty
negative,fire
positive,instantly murchison pressed finger key electric battery restored current fluid discharged spark breech columbiad
negative,appalling unearthly report followed instantly compared nothing whatever known even roar thunder blast volcanic explosions
positive,words convey slightest idea terrific sound
negative,immense spout fire shot bowels earth crater
positive,earth heaved great difficulty spectators obtained momentary glimpse projectile victoriously cleaving air midst fiery vapors
negative,immense canopy fire perceived distance one hundred miles sea one ship captain entered log appearance gigantic meteor
positive,discharge columbiad accompanied perfect earthquake
neutral,florida shaken depths
negative,gases powder expanded heat forced back atmospheric strata tremendous violence artificial hurricane rushed like water spout air
neutral,single spectator remained feet
positive,men women children lay prostrate like ears corn tempest
negative,ensued terrible tumult large number persons seriously injured
positive,j maston despite dictates prudence kept advance mass pitched back 120 feet shooting like projectile heads fellow citizens
negative,three hundred thousand persons remained deaf time though struck stupefied
negative,soon first effects injured deaf lastly crowd general woke frenzied cries
positive,hurrah ardan
positive,hurrah barbicane
positive,hurrah nicholl rose skies
negative,thousands persons noses air armed telescopes race glasses questioning space forgetting contusions emotions one idea watching projectile
neutral,looked vain
neutral,longer seen obliged wait telegrams long peak
neutral,director cambridge observatory post rocky mountains skillful persevering astronomer observations confided
negative,unforeseen phenomenon came subject public impatience severe trial
positive,weather hitherto fine suddenly changed sky became heavy clouds
negative,could otherwise terrible derangement atmospheric strata dispersion enormous quantity vapor arising combustion 200 000 pounds pyroxyle
negative,morrow horizon covered clouds thick impenetrable curtain earth sky unhappily extended far rocky mountains
negative,fatality
negative,since man chosen disturb atmosphere bound accept consequences experiment
positive,supposing experiment succeeded travelers started 1st december 10h
neutral,46m
neutral,40s
neutral,p due 4th 0h
neutral,p destination
negative,time would difficult observed conditions body small shell
neutral,therefore waited patience might
positive,4th 6th december inclusive weather remaining much america great european instruments herschel rosse foucault constantly directed toward moon weather magnificent comparative weakness glasses prevented trustworthy observations made
neutral,7th sky seemed lighten
positive,hopes hope short duration night thick clouds hid starry vault eyes
positive,matters becoming serious 9th sun reappeared instant purpose teasing americans
negative,received hisses wounded doubt reception showed sparing rays
neutral,10th change
positive,j maston went nearly mad great fears entertained regarding brain worthy individual hitherto well preserved within gutta percha cranium
negative,11th one inexplicable tempests peculiar intertropical regions let loose atmosphere
positive,terrific east wind swept away groups clouds long gathering night semi disc orb night rode majestically amid soft constellations sky
positive,projectile detected thanks gigantic reflector long peak
neutral,note received director observatory cambridge
positive,contains scientific conclusion regarding great experiment gun club
neutral,long peak december 12
neutral,officers observatory cambridge
neutral,projectile discharged columbiad stones hill detected messrs belfast j maston 12th december 8 47 p moon entered last quarter
neutral,projectile arrived destination
positive,passed side sufficiently near retained lunar attraction
positive,rectilinear movement thus become changed circular motion extreme velocity pursuing elliptical orbit round moon become true satellite
negative,elements new star yet unable determine yet know velocity passage
neutral,distance separates surface moon may estimated 2 833 miles
neutral,however two hypotheses come consideration
neutral,1
positive,either attraction moon end drawing travelers attain destination 2
neutral,projectile following immutable law continue gravitate round moon till end time
negative,future time observations able determine point till experiment gun club result provided solar system new star
neutral,j belfast
positive,many questions unexpected denouement give rise
neutral,mysterious results future reserving investigation science
positive,events names nicholl barbicane michel ardan certain immortalized annals astronomy
negative,dispatch long peak become known one universal feeling surprise alarm
positive,possible go aid bold travelers
neutral,
negative,placed beyond pale humanity crossing limits imposed creator earthly creatures
positive,air enough two months victuals enough twelve one man would admit situation desperate alone confidence devoted friend j maston
neutral,besides never let get sight
neutral,home henceforth post long peak horizon mirror immense reflector
positive,soon moon rose horizon immediately caught field telescope never let go instant sight followed assiduously course stellar spaces
positive,watched untiring patience passage projectile across silvery disc really worthy man remained perpetual communication three friends despair seeing day
neutral,three men said carried space resources art science industry
neutral,one anything see day come right
